Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Stimuli*Rand,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
w10138393,ueopi3lfsa,"BOI Norms",1,1,2022-11-10T19:48:34+00:00,11.011348009109,18,"updated stim.csv",Version43.csv,"Version 43","List 43",,,,,,,0,Instruct,-,10,"In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object.",,Instruct1,10739,,,-1,-1,,,,,1
w10138393,ueopi3lfsa,"BOI Norms",1,2,2022-11-10T19:48:45+00:00,11.206452131271,18,"updated stim.csv",Version43.csv,"Version 43","List 43",,,,,,,0,Instruct,-,10,"Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)",,Instruct2,10787,,,-1,-1,,,,,1
w10138393,ueopi3lfsa,"BOI Norms",1,3,2022-11-10T19:48:48+00:00,2.6727719306946,18,"updated stim.csv",Version43.csv,"Version 43","List 43",,,,,,,0,Instruct,-,-,"Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin.",,Instruct3,2463,,,-1,-1,,,,,1
w10138393,ueopi3lfsa,"BOI Norms",1,4,2022-11-10T19:49:32+00:00,43.795510053635,18,"updated stim.csv",Version43.csv,"Version 43","List 43",grain,,3004,5.217391304,1143,0.226863762,3005,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,40307,,,9105,25866,,,,"Food,wheat,yellow,",1
w10138393,ueopi3lfsa,"BOI Norms",1,5,2022-11-10T19:49:41+00:00,9.5823068618774,18,"updated stim.csv",Version43.csv,"Version 43","List 43",spaghetti,,3003,6,2461,0.090379998,3004,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,9425,,,1892,8983,,,,"Food, red, meatballs ",1
w10138393,ueopi3lfsa,"BOI Norms",1,6,2022-11-10T19:49:54+00:00,12.64445400238,18,"updated stim.csv",Version43.csv,"Version 43","List 43",shortening,,3002,4.92,2358,0.604328482,3003,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,12492,,,3069,12365,,,,"Small, cut, reduce",1
w10138393,ueopi3lfsa,"BOI Norms",1,7,2022-11-10T19:50:03+00:00,9.2956070899963,18,"updated stim.csv",Version43.csv,"Version 43","List 43",paperwork,,3001,5.625,1866,0.124284162,3002,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,9142,,,2088,8867,,,,"Hard,stack, pen",1
w10138393,ueopi3lfsa,"BOI Norms",1,8,2022-11-10T19:50:12+00:00,8.7857940196991,18,"updated stim.csv",Version43.csv,"Version 43","List 43",saucer,,3005,5.777777778,2249,0.304808074,3006,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,8637,,,1615,8428,,,,"Plate, small, tea",1
w10138393,ueopi3lfsa,"BOI Norms",1,9,2022-11-10T19:50:13+00:00,1.0212070941925,18,"updated stim.csv",Version43.csv,"Version 43","List 43",,,,,,,0,Instruct,-,-,"You have completed this section. Press ENTER to continue",,"Instruct 5",893,,,-1,-1,,,,,1
w10138393,ueopi3lfsa,"BOI Norms",1,10,2022-11-10T19:50:14+00:00,0.99796485900879,18,"updated stim.csv",Version43.csv,"Version 43","List 43",,,,,,,0,Instruct,-,-,"You will now start the full experiment. Press ENTER when you are ready to begin.",,,893,,,-1,-1,,,,,1
