"Username","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","word","lemma","POS"
"7551","Version 43","doorbell","BOI","rang","rang","ring","NOUN"
"7551","Version 43","doorbell","BOI","changed","changed","change","VERB"
"7551","Version 43","doorbell","BOI","ignored","ignored","ignore","VERB"
"7551","Version 43","environment","BOI","visit","visit","visit","VERB"
"7551","Version 43","environment","BOI","clean","clean","clean","ADJ"
"7551","Version 43","daughter","BOI","raised","raised","raise","VERB"
"7551","Version 43","daughter","BOI","grown up","grown","grow","VERB"
"7551","Version 43","marijuana","BOI","smoked","smoked","smok","VERB"
"7551","Version 43","marijuana","BOI","grown ","grown","grow","VERB"
"7551","Version 43","ledge","BOI","see views","see","see","VERB"
"7551","Version 43","ledge","BOI","see views","views","views","NOUN"
"7551","Version 43","ledge","BOI","fall off","fall","fall","NOUN"
"7551","Version 43","bathroom","BOI","use","use","use","VERB"
"7551","Version 43","bathroom","BOI","clean","clean","clean","ADJ"
"7551","Version 43","waiter","BOI","served","served","serve","VERB"
"7551","Version 43","waiter","BOI","talked to ","talked","talk","VERB"
"7551","Version 43","granny","BOI","cookies","cookies","cookie","NOUN"
"7551","Version 43","granny","BOI","food","food","food","NOUN"
"7551","Version 43","granny","BOI","love","love","love","NOUN"
"7551","Version 43","sink","BOI","wash dishes","wash","wash","INTJ"
"7551","Version 43","sink","BOI","wash dishes","dishes","dish","NOUN"
"7551","Version 43","sink","BOI","wash hands","wash","wash","INTJ"
"7551","Version 43","sink","BOI","wash hands","hands","hand","NOUN"
"7551","Version 43","suspenders","BOI","worn as an outfit ","worn","wear","ADJ"
"7551","Version 43","suspenders","BOI","worn as an outfit ","outfit","outfit","NOUN"
"7551","Version 43","bin","BOI","throw out trash","throw","throw","INTJ"
"7551","Version 43","bin","BOI","throw out trash","trash","trash","INTJ"
"7551","Version 43","bin","BOI","carry items ","carry","carry","VERB"
"7551","Version 43","bin","BOI","carry items ","items","item","NOUN"
"7551","Version 43","penny","BOI","collect","collect","collect","NOUN"
"7551","Version 43","penny","BOI","use for payment ","use","use","VERB"
"7551","Version 43","penny","BOI","use for payment ","payment","payment","NOUN"
"7551","Version 43","footbath","BOI","put feet in ","put","put","VERB"
"7551","Version 43","footbath","BOI","put feet in ","feet","foot","NOUN"
"7551","Version 43","boulder","BOI","push","push","push","INTJ"
"7551","Version 43","path","BOI","walk on","walk","walk","VERB"
"7551","Version 43","maid","BOI","clean","clean","clean","ADJ"
"7551","Version 43","maid","BOI","cook","cook","cake","VERB"
"7551","Version 43","sling","BOI","hold arm ","hold","hold","INTJ"
"7551","Version 43","sling","BOI","hold arm ","arm","arm","X"
"7551","Version 43","fountainhead","BOI","drink water out of ","drink","drink","NOUN"
"7551","Version 43","fountainhead","BOI","drink water out of ","water","water","NOUN"
"7551","Version 43","crowbar","BOI","open things","open","open","ADJ"
"7551","Version 43","crowbar","BOI","open things","things","thing","NOUN"
"7551","Version 43","gauze","BOI","tighten wound ","tighten","tighten","ADJ"
"7551","Version 43","gauze","BOI","tighten wound ","wound","wound","NOUN"
"7551","Version 43","chrysanthemum","BOI","grow ","grow","grow","VERB"
"7551","Version 43","axe","BOI","chop wood ","chop","chop","NOUN"
"7551","Version 43","axe","BOI","chop wood ","wood","wood","NOUN"
"ac9377","Version 47","sled","BOI","snow","snow","snow","NOUN"
"ac9377","Version 47","sled","BOI","drag things","drag","drag","NOUN"
"ac9377","Version 47","sled","BOI","drag things","things","thing","NOUN"
"ac9377","Version 47","chest","BOI","push ups","push","push","INTJ"
"ac9377","Version 47","chest","BOI","push ups","ups","ups","NOUN"
"ac9377","Version 47","chest","BOI","lay","lay","lay","VERB"
"ac9377","Version 47","stream","BOI","water","water","water","NOUN"
"ac9377","Version 47","handkerchief","BOI","blow your nose","blow","blow","VERB"
"ac9377","Version 47","handkerchief","BOI","blow your nose","nose","nose","PRON"
"ac9377","Version 47","handkerchief","BOI","wipe your hands","wipe","wipe","INTJ"
"ac9377","Version 47","handkerchief","BOI","wipe your hands","hands","hand","NOUN"
"ac9377","Version 47","headrest","BOI","lay down","lay","lay","VERB"
"ac9377","Version 47","floorboard","BOI","stand on","stand","stand","VERB"
"ac9377","Version 47","floorboard","BOI","weapon","weapon","weapon","NOUN"
"ac9377","Version 47","firstborn","BOI","baby sitter","baby","baby","NOUN"
"ac9377","Version 47","firstborn","BOI","baby sitter","sitter","sitter","NOUN"
"ac9377","Version 47","keepsake","BOI","to remember","remember","remember","VERB"
"ac9377","Version 47","kit","BOI","first aid","first","first","ADV"
"ac9377","Version 47","kit","BOI","first aid","aid","aid","NOUN"
"ac9377","Version 47","confetti","BOI","party","party","party","NOUN"
"ac9377","Version 47","mink","BOI","status symbol","status","status","NOUN"
"ac9377","Version 47","mink","BOI","status symbol","symbol","symbol","NOUN"
"ac9377","Version 47","secretary","BOI","to take notes","take","take","VERB"
"ac9377","Version 47","secretary","BOI","to take notes","notes","note","NOUN"
"ac9377","Version 47","apron","BOI","to keep clothes clean","keep","keep","VERB"
"ac9377","Version 47","apron","BOI","to keep clothes clean","clothes","clothe","NOUN"
"ac9377","Version 47","apron","BOI","to keep clothes clean","clean","clean","ADJ"
"ac9377","Version 47","newspaper","BOI","read","read","read","VERB"
"ac9377","Version 47","newspaper","BOI","learn about the current news","learn","learn","VERB"
"ac9377","Version 47","newspaper","BOI","learn about the current news","current","current","ADJ"
"ac9377","Version 47","newspaper","BOI","learn about the current news","news","news","NOUN"
"ac9377","Version 47","pot","BOI","flowers","flowers","flower","NOUN"
"ac9377","Version 47","longbow","BOI","to shoot","shoot","shoot","NOUN"
"ac9377","Version 47","comforter","BOI","to sleep with","sleep","sleep","NOUN"
"ac9377","Version 47","radiologist","BOI","take x rays","take","take","VERB"
"ac9377","Version 47","radiologist","BOI","take x rays","x","x","NOUN"
"ac9377","Version 47","radiologist","BOI","take x rays","rays","ray","NOUN"
"ac9377","Version 47","axle","BOI","car","car","car","NOUN"
"ac9377","Version 47","pet","BOI","comfort","comfort","comfort","NOUN"
"ac9377","Version 47","spear","BOI","to stab","stab","stab","NOUN"
"ac9377","Version 47","tortoise","BOI","pet","pet","pet","NOUN"
"ac9377","Version 47","hamster","BOI","pet","pet","pet","NOUN"
"ac9377","Version 47","comb","BOI","hair","hair","hair","NOUN"
"ac9377","Version 47","animal","BOI","comfort","comfort","comfort","NOUN"
"ac9377","Version 47","gate","BOI","to keep people in or out","keep","keep","VERB"
"ac9377","Version 47","gate","BOI","to keep people in or out","people","people","NOUN"
"AF6541","Version 37","gear","BOI","shift","shift","shift","NOUN"
"AF6541","Version 37","gear","BOI","move","move","move","VERB"
"AF6541","Version 37","gear","BOI","turn","turn","turn","VERB"
"AF6541","Version 37","gear","BOI","slide","slide","slide","VERB"
"AF6541","Version 37","handle","BOI","grab","grab","grab","VERB"
"AF6541","Version 37","handle","BOI","hold","hold","hold","INTJ"
"AF6541","Version 37","handle","BOI","push","push","push","INTJ"
"AF6541","Version 37","handle","BOI","pull","pull","pull","NOUN"
"AF6541","Version 37","handle","BOI","twist","twist","twist","NOUN"
"AF6541","Version 37","scorecard","BOI","tally","tally","tally","ADV"
"AF6541","Version 37","scorecard","BOI","keep check","keep","keep","VERB"
"AF6541","Version 37","scorecard","BOI","keep check","check","check","VERB"
"AF6541","Version 37","scorecard","BOI","add up","add","add","VERB"
"AF6541","Version 37","lotion","BOI","apply","apply","apply","VERB"
"AF6541","Version 37","lotion","BOI","smear","smear","smear","ADJ"
"AF6541","Version 37","lotion","BOI","smell","smell","smell","INTJ"
"AF6541","Version 37","lotion","BOI","lift","lift","lift","VERB"
"AF6541","Version 37","mustard","BOI","apply on sandwiches and hamburger","apply","apply","VERB"
"AF6541","Version 37","mustard","BOI","apply on sandwiches and hamburger","sandwiches","sandwich","NOUN"
"AF6541","Version 37","mustard","BOI","apply on sandwiches and hamburger","hamburger","hamburger","NOUN"
"AF6541","Version 37","mustard","BOI","eat","eat","eat","VERB"
"AF6541","Version 37","mustard","BOI","make food ","make","make","VERB"
"AF6541","Version 37","mustard","BOI","make food ","food","food","NOUN"
"AF6541","Version 37","shirttail","BOI","scrunch up","scrunch","scrunch","NOUN"
"AF6541","Version 37","shirttail","BOI","pull down","pull","pull","NOUN"
"AF6541","Version 37","toffee","BOI","mix","mix","mix","NOUN"
"AF6541","Version 37","forklift","BOI","lift","lift","lift","VERB"
"AF6541","Version 37","forklift","BOI","carry","carry","carry","VERB"
"AF6541","Version 37","rag","BOI","clean","clean","clean","ADJ"
"AF6541","Version 37","rag","BOI","dry up","dry","dry","ADJ"
"AF6541","Version 37","rag","BOI","toss","toss","toss","NOUN"
"AF6541","Version 37","rag","BOI","squeeze","squeeze","squeeze","NOUN"
"AF6541","Version 37","jeweler","BOI","sell ","sell","sell","VERB"
"AF6541","Version 37","vase","BOI","hold","hold","hold","INTJ"
"AF6541","Version 37","vase","BOI","sit","sit","sit","VERB"
"AF6541","Version 37","vase","BOI","carry","carry","carry","VERB"
"AF6541","Version 37","lid","BOI","close","close","close","ADJ"
"AF6541","Version 37","lid","BOI","open","open","open","ADJ"
"AF6541","Version 37","lid","BOI","crack ","crack","crack","NOUN"
"AF6541","Version 37","chair","BOI","sit","sit","sit","VERB"
"AF6541","Version 37","chair","BOI","lay","lay","lay","VERB"
"AF6541","Version 37","chair","BOI","block","block","block","NOUN"
"AF6541","Version 37","chair","BOI","swirl","swirl","swirl","INTJ"
"AF6541","Version 37","chair","BOI","rock back and forth ","rock","rock","NOUN"
"AF6541","Version 37","chair","BOI","rock back and forth ","back","back","ADV"
"AF6541","Version 37","chair","BOI","rock back and forth ","forth","forth","ADV"
"AF6541","Version 37","jet","BOI","spray","spray","spray","NOUN"
"AF6541","Version 37","dressing","BOI","on salads","salads","salad","NOUN"
"AF6541","Version 37","greenery","BOI","look pretty","look","look","VERB"
"AF6541","Version 37","greenery","BOI","look pretty","pretty","pretty","ADV"
"AF6541","Version 37","greenery","BOI","decorate ","decorate","decorate","VERB"
"AF6541","Version 37","clover","BOI","wish","wish","wish","VERB"
"AF6541","Version 37","clover","BOI","hold","hold","hold","INTJ"
"AF6541","Version 37","clover","BOI","collect","collect","collect","NOUN"
