"Item","Trial Type","Max Time","Min Time","Text","Procedure Notes","Shuffle"
0,"Instruct","-","10","In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object."," ","Instruct1"
0,"Instruct","-","10","Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)"," ","Instruct2"
0,"Instruct","-","-","Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin."," ","Instruct3"
3002,"BOI","-","-",""," ","n"
3003,"BOI","-","-",""," ","n"
3004,"BOI","-","-",""," ","n"
3005,"BOI","-","-",""," ","n"
3006,"BOI","-","-",""," ","n"
0,"Instruct","-","-","You have completed this section. Press ENTER to continue"," ","Instruct 5"
0,"Instruct","-","-","You will now start the full experiment. Press ENTER when you are ready to begin."," ",""
932,"BOI","-","-"," "," ","y"
933,"BOI","-","-"," "," ","y"
934,"BOI","-","-"," "," ","y"
935,"BOI","-","-"," "," ","y"
936,"BOI","-","-"," "," ","y"
937,"BOI","-","-"," "," ","y"
938,"BOI","-","-"," "," ","y"
939,"BOI","-","-"," "," ","y"
940,"BOI","-","-"," "," ","y"
941,"BOI","-","-"," "," ","y"
942,"BOI","-","-"," "," ","y"
943,"BOI","-","-"," "," ","y"
944,"BOI","-","-"," "," ","y"
945,"BOI","-","-"," "," ","y"
946,"BOI","-","-"," "," ","y"
947,"BOI","-","-"," "," ","y"
948,"BOI","-","-"," "," ","y"
949,"BOI","-","-"," "," ","y"
950,"BOI","-","-"," "," ","y"
951,"BOI","-","-"," "," ","y"
952,"BOI","-","-"," "," ","y"
953,"BOI","-","-"," "," ","y"
954,"BOI","-","-"," "," ","y"
955,"BOI","-","-"," "," ","y"
956,"BOI","-","-"," "," ","y"
957,"BOI","-","-"," "," ","y"
958,"BOI","-","-"," "," ","y"
959,"BOI","-","-"," "," ","y"
960,"BOI","-","-"," "," ","y"
961,"BOI","-","-"," "," ","y"
0,"Instruct","","","You will now be asked a few questions about your experience today."," ","Instruct 4"
