Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
10066011BB,ntpnqkczha,"BOI Norms",1,1,2021-11-27T04:30:21+00:00,11.890160083771,14,"updated stim.csv",Version89.csv,"Version 89","List 89",,,,,,0,Instruct,-,10,"In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object.",,Instruct1,11782,,,-1,-1,,,,,1
10066011BB,ntpnqkczha,"BOI Norms",1,2,2021-11-27T04:30:39+00:00,17.252686977386,14,"updated stim.csv",Version89.csv,"Version 89","List 89",,,,,,0,Instruct,-,10,"Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)",,Instruct2,17090,,,-1,-1,,,,,1
10066011BB,ntpnqkczha,"BOI Norms",1,3,2021-11-27T04:30:42+00:00,3.1216659545898,14,"updated stim.csv",Version89.csv,"Version 89","List 89",,,,,,0,Instruct,-,-,"Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin.",,Instruct3,2966,,,-1,-1,,,,,1
10066011BB,ntpnqkczha,"BOI Norms",1,4,2021-11-27T04:31:06+00:00,24.407899141312,14,"updated stim.csv",Version89.csv,"Version 89","List 89","Picture Frame",,Practice,,3002,3004,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,24265,,,2563,22644,,,,"holding pictures, holding awards",1
10066011BB,ntpnqkczha,"BOI Norms",1,5,2021-11-27T04:31:16+00:00,9.3731617927551,14,"updated stim.csv",Version89.csv,"Version 89","List 89",Taco,,Practice,,3005,3002,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,9213,,,2290,3973,,,,ate,1
10066011BB,ntpnqkczha,"BOI Norms",1,6,2021-11-27T04:31:26+00:00,10.333123207092,14,"updated stim.csv",Version89.csv,"Version 89","List 89",Swan,,Practice,,3004,3006,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,10180,,,2892,8606,,,,"looked at, pet",1
10066011BB,ntpnqkczha,"BOI Norms",1,7,2021-11-27T04:31:30+00:00,3.6568229198456,14,"updated stim.csv",Version89.csv,"Version 89","List 89",Donut,,Practice,,3003,3005,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,3515,,,1609,2396,,,,ate,1
10066011BB,ntpnqkczha,"BOI Norms",1,8,2021-11-27T04:31:32+00:00,2.9183900356293,14,"updated stim.csv",Version89.csv,"Version 89","List 89",Cheeseburger,,Practice,,3001,3003,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,2774,,,1105,1740,,,,ate,1
10066011BB,ntpnqkczha,"BOI Norms",1,9,2021-11-27T04:31:35+00:00,2.218554019928,14,"updated stim.csv",Version89.csv,"Version 89","List 89",,,,,,0,Instruct,-,-,"You have completed this section. Press ENTER to continue",,"Instruct 5",2081,,,-1,-1,,,,,1
10066011BB,ntpnqkczha,"BOI Norms",1,10,2021-11-27T04:31:36+00:00,1.2786958217621,14,"updated stim.csv",Version89.csv,"Version 89","List 89",,,,,,0,Instruct,-,-,"You will now start the full experiment. Press ENTER when you are ready to begin.",,,1139,,,-1,-1,,,,,1
10066011BB,ntpnqkczha,"BOI Norms",1,11,2021-11-27T04:31:47+00:00,11.369675159454,14,"updated stim.csv",Version89.csv,"Version 89","List 89",journalist,,ON,4.5,1391,2649,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,11230,,,3167,10083,,,,"hired, talked to",1
10066011BB,ntpnqkczha,"BOI Norms",1,12,2021-11-27T04:32:05+00:00,17.586853027344,14,"updated stim.csv",Version89.csv,"Version 89","List 89",appendage,,ON,5,59,2650,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,17436,,,7317,15232,,,,"looked at",0.886
10066011BB,ntpnqkczha,"BOI Norms",1,13,2021-11-27T04:32:22+00:00,17.330922842026,14,"updated stim.csv",Version89.csv,"Version 89","List 89",plate,,ON,5.590909091,1996,2647,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,17174,,,2441,15830,,,,"broke, hold food, placed",1
10066011BB,ntpnqkczha,"BOI Norms",1,14,2021-11-27T04:32:30+00:00,7.6868109703064,14,"updated stim.csv",Version89.csv,"Version 89","List 89",bangle,,ON,5.115384615,139,2669,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,7247,,,3458,5838,,,,"looked at",1
10066011BB,ntpnqkczha,"BOI Norms",1,15,2021-11-27T04:32:37+00:00,7.5040950775146,14,"updated stim.csv",Version89.csv,"Version 89","List 89",bubble,,ON,4.64,339,2654,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,7360,,,2433,6622,,,,"blown, popped",1
10066011BB,ntpnqkczha,"BOI Norms",1,16,2021-11-27T04:32:44+00:00,6.4903030395508,14,"updated stim.csv",Version89.csv,"Version 89","List 89",lollipop,,ON,6.48,1545,2643,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,6343,,,1540,4827,,,,"ate, held",1
10066011BB,ntpnqkczha,"BOI Norms",1,17,2021-11-27T04:32:55+00:00,10.725986003876,14,"updated stim.csv",Version89.csv,"Version 89","List 89",placard,,ON,4.458333333,1983,2651,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,10587,,,2555,9192,,,,"looked at, touched",1
10066011BB,ntpnqkczha,"BOI Norms",1,18,2021-11-27T04:33:00+00:00,5.8014888763428,14,"updated stim.csv",Version89.csv,"Version 89","List 89",apricot,,ON,6.291666667,66,2645,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,5662,,,1434,4457,,,,"ate, held",1
10066011BB,ntpnqkczha,"BOI Norms",1,19,2021-11-27T04:33:25+00:00,24.398652076721,14,"updated stim.csv",Version89.csv,"Version 89","List 89",mansion,,ON,4.52173913,1593,2646,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,24216,,,1820,22946,,,,"lived in, rented, looked at, visited",1
10066011BB,ntpnqkczha,"BOI Norms",1,20,2021-11-27T04:34:02+00:00,37.545346021652,14,"updated stim.csv",Version89.csv,"Version 89","List 89",fruitcake,,ON,6,1061,2657,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,37385,,,33191,36251,,,,"ate, made",1
10066011BB,ntpnqkczha,"BOI Norms",1,21,2021-11-27T04:34:09+00:00,6.4631969928741,14,"updated stim.csv",Version89.csv,"Version 89","List 89",democrat,,ON,4.416666667,771,2668,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,6174,,,2023,5216,,,,"talked to",1
10066011BB,ntpnqkczha,"BOI Norms",1,22,2021-11-27T04:35:24+00:00,74.643165111542,14,"updated stim.csv",Version89.csv,"Version 89","List 89",mouthwash,,ON,6.230769231,1707,2642,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,74397,,,1929,72631,,,,"swallowed, spit, tasted",1
10066011BB,ntpnqkczha,"BOI Norms",1,23,2021-11-27T04:35:35+00:00,11.264307975769,14,"updated stim.csv",Version89.csv,"Version 89","List 89",gingerbread,,ON,5.48,1105,2648,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,11099,,,1403,10416,,,,"ate, formed to house, broke",1
