Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
w963745_tjm,abacus,accounting,accounting,account,NN,USM
w963745_tjm,abacus,business,business,business,NN,USM
w963745_tjm,abacus,calculus,calculus,calculus,NN,USM
w10043264,abacus,change,change,change,NN,USM
w963745_tjm,abacus,chemistry ,chemistry,chemistry,NN,USM
w10043264,abacus,count,count,count,VERB,USM
w963745_tjm,abacus,counting,counting,count,VERB,USM
w963745_tjm,abacus,homework,homework,homework,NN,USM
w963745_tjm,abacus,math,math,math,NN,USM
w10043264,abacus,move,move,move,NN,USM
w10086224sm,abacus,to help to understand math,help,help,NN,USM
w10086224sm,abacus,to help to understand math,understand,understand,VERB,USM
w10086224sm,abacus,to help to understand math,math,math,NN,USM
w10042757RH,abdomen,breath,breath,breathe,NN,USM
w10080302_stt,abdomen,cut,cut,cut,NN,USM
w10080302_stt,abdomen,exercise,exercise,exercise,NN,USM
w10079576_LMR,abdomen,flex,flex,flex,JJ,USM
w10036621MB,abdomen,housing organs,housing,house,NN,USM
w10036621MB,abdomen,housing organs,organs,organ,NNS,USM
w996870_krh,abdomen,keeps us living,keeps,keep,VBP,USM
w996870_krh,abdomen,keeps us living,living,live,VERB,USM
w10079576_LMR,abdomen,move,move,move,VB,USM
w10080302_stt,abdomen,part of body,part,part,NN,USM
w10080302_stt,abdomen,part of body,body,body,NN,USM
651067TT,abdomen,stomach,stomach,stomach,NN,USM
651067TT,abdomen,surgery ,surgery,surgery,NN,USM
w10042757RH,absinthe,drink,drink,drink,VBP,USM
w10087651_EKW,absinthe,drink,drink,drink,VB,USM
w10087651_EKW,absinthe,look,look,look,NN,USM
w10107227LCK,absinthe,looked at,looked,look,VERB,USM
w10107227LCK,absinthe,picked up,picked,pick,VERB,USM
w10087651_EKW,absinthe,taste,taste,taste,NN,USM
w10107227LCK,absinthe,touched,touched,touch,VBN,USM
w10101601_mh,absinthe,use,use,use,NN,USM
w10030908_mob,accessory,activity,activity,activity,NN,USM
w10041253_GPJ,accessory,and for show,show,show,NN,USM
w10041253_GPJ,accessory,as decoration,decoration,decoration,NN,USM
w10041253_GPJ,accessory,as jewelry,jewelry,jewelry,NN,USM
w10030908_mob,accessory,assist,assist,assist,NN,USM
w934823_ecm,accessory,bracelet,bracelet,bracelet,NN,USM
w10042106AL,accessory,buy,buy,buy,VB,USM
w10119552MG,accessory,charge,charge,charge,NN,USM
w934823_ecm,accessory,decor,decor,decor,JJ,USM
w648698_ss,accessory,draw,draw,draw,JJ,USM
w934823_ecm,accessory,earring,earring,earring,VERB,USM
w10107379M.S,accessory,fashion,fashion,fashion,NN,USM
w648698_ss,accessory,give,give,give,VB,USM
w10002554_lmj,accessory,help,help,help,NN,USM
w10107379M.S,accessory,look nice,look,look,VB,USM
w10107379M.S,accessory,look nice,nice,nice,JJ,USM
w648698_ss,accessory,make.,make,make,VB,USM
w934823_ecm,accessory,necklace,necklace,necklace,NN,USM
w10042106AL,accessory,sell,sell,sell,NN,USM
w648698_ss,accessory,sell,sell,sell,VB,USM
W991399_djc,accessory,to decorate,decorate,decorate,JJ,USM
W991399_djc,accessory,to modity,modify,modify,NNS,USM
W991399_djc,accessory,to wear,wear,wear,VBP,USM
w10030908_mob,accessory,wear,wear,wear,JJ,USM
w10065217_EED,accessory,wear,wear,wear,JJ,USM
w10042106AL,accessory,wear,wear,wear,JJ,USM
w648698_ss,accessory,wear,wear,wear,NN,USM
w10099522_dmh,accordion,learn how to play,learn,learn,NN,USM
w10099522_dmh,accordion,learn how to play,play,play,NN,USM
w10099522_dmh,accordion,play,play,play,NN,USM
W10054029_chl,accordion,play,play,play,VBP,USM
w10110190_bcw,accordion,play music,play,play,NN,USM
w10110190_bcw,accordion,play music,music,music,NN,USM
w10049766_AYN,accordion,played,played,play,VERB,USM
w949730_PG,accordion,playing music,playing,play,VERB,USM
w949730_PG,accordion,playing music,music,music,NN,USM
W10054029_chl,accordion,practice,practice,practice,NN,USM
w10099522_dmh,accordion,teach how to play,teach,teach,VBP,USM
w10099522_dmh,accordion,teach how to play,play,play,NN,USM
w10110190_bcw,accordion,tune,tune,tune,NN,USM
W10054029_chl,accordion,use,use,use,NN,USM
w10107645_mvc,accountant,call,call,call,NN,USM
w10006908_hnt,accountant,call ,call,call,NN,USM
w10107645_mvc,accountant,consult with,consult,consult,NN,USM
w10107645_mvc,accountant,go see,go,go,VBP,USM
w10107645_mvc,accountant,go see,see,see,JJ,USM
w10088972,accountant,manage,manage,manage,NN,USM
w10088972,accountant,money,money,money,NN,USM
w972573jmw,accountant,money bank finances taxs debts,money,money,NN,USM
w972573jmw,accountant,money bank finances taxs debts,bank,bank,NN,USM
w972573jmw,accountant,money bank finances taxs debts,finances,finance,NNS,USM
w972573jmw,accountant,money bank finances taxs debts,taxes,tax,NNS,USM
w972573jmw,accountant,money bank finances taxs debts,debts,debt,NNS,USM
