Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
10138868,abacus,huh?,huh,huh,INTJ,USM
w10088419,abdomen,bend,bend,bend,NOUN,USM
w10088419,abdomen,eat,eat,eat,VERB,USM
10138605GB,abdomen,large intestine,intestine,intestine,NOUN,USM
10138605GB,abdomen,large intestine,large,large,ADJ,USM
w10117786HW,abdomen,look at,look,look,VERB,USM
w10117786HW,abdomen,research,research,research,VERB,USM
10138605GB,abdomen,small intestine,intestine,intestine,NOUN,USM
10138605GB,abdomen,small intestine,small,small,ADJ,USM
w10134091_akl,abdomen,stomach,stomach,stomach,NOUN,USM
w10134091_akl,abdomen,stomach,stomach,stomach,NOUN,USM
10138605GB,abdomen,stomach,stomach,stomach,NOUN,USM
10138605GB,abdomen,stomach,stomach,stomach,NOUN,USM
w10088419,abdomen,straighten,straighten,straighten,VERB,USM
w10117786HW,abdomen,touch,touch,touch,VERB,USM
w10088419,abdomen,workout,workout,workout,VERB,USM
w10088419,absinthe,clean,clean,clean,VERB,USM
w10117786HW,absinthe,drink,drink,drink,VERB,USM
10138605GB,absinthe,eat,eat,eat,VERB,USM
w10117786HW,absinthe,make,make,make,VERB,USM
w10117786HW,absinthe,pour,pour,pour,VERB,USM
w10088419,absinthe,shower,shower,shower,VERB,USM
10138605GB,absinthe,smell,smell,smell,VERB,USM
w10079083_bdd,accessory,buy,buy,buy,VERB,USM
w10079083_bdd,accessory,sell,sell,sell,VERB,USM
w10079083_bdd,accessory,store,store,store,VERB,USM
w10136710_edj,accessory,to buy,buy,buy,VERB,USM
w10136710_edj,accessory,to gift,gift,gift,NOUN,USM
w10136710_edj,accessory,to make,make,make,VERB,USM
w10136710_edj,accessory,to sell,sell,sell,VERB,USM
w10136710_edj,accessory,to throw,throw,throw,VERB,USM
w10136710_edj,accessory,to wear,wear,wear,VERB,USM
w10079083_bdd,accessory,use,use,use,VERB,USM
w10079083_bdd,accessory,wear,wear,wear,VERB,USM
w10155081_KD,accordion,play,play,play,VERB,USM
w10155081_KD,accordion,press,press,press,VERB,USM
w10155081_KD,accordion,squeeze,squeeze,squeeze,VERB,USM
w10135630,acne,pop it,pop,pop,VERB,USM
w10085133_dpl,acne,skincar,skincare,skincare,NOUN,USM
w10140827_bms,acorn,chipmunk food,chipmunk,chipmunk,NOUN,USM
w10140827_bms,acorn,chipmunk food,food,food,VERB,USM
w101333088_ccb,acorn,cracking,cracking,crack,VERB,USM
w10140827_bms,acorn,deer food,deer,deer,NOUN,USM
w10140827_bms,acorn,deer food,food,food,NOUN,USM
w101333088_ccb,acorn,eating,eating,eat,VERB,USM
w10079390MW,acorn,feed squirrels,feed,feed,VERB,USM
w10079390MW,acorn,feed squirrels,squirrels,squirrel,NOUN,USM
w10115532,acorn,grow,grow,grow,VERB,USM
w10079390MW,acorn,make jewelry,jewelry,jewelry,NOUN,USM
w10079390MW,acorn,make jewelry,make,make,VERB,USM
w101333088_ccb,acorn,picking,picking,pick,VERB,USM
w10079390MW,acorn,plant,plant,plant,VERB,USM
w10140827_bms,acorn,squirrel food,food,food,NOUN,USM
w10140827_bms,acorn,squirrel food,squirrel,squirrel,NOUN,USM
w10079390MW,acorn,throw,throw,throw,VERB,USM
w10138556_HA,actress,acting,acting,act,VERB,USM
w10138556_HA,actress,hugging,hugging,hug,VERB,USM
w10138556_HA,actress,watching,watching,watch,VERB,USM
w10138405AH,acupuncture,relief,relief,relief,VERB,USM
w10114716_bmg,acupuncture,stress relief,relief,relief,VERB,USM
w10114716_bmg,acupuncture,stress relief,stress,stress,NOUN,USM
w10114716_bmg,acupuncture,therapy,therapy,therapy,VERB,USM
10140980CH,addict,snorting,snorting,snort,VERB,USM
w10096632,advisor,advice,advice,advice,VERB,USM
w10096632,advisor,classes,classes,class,NOUN,USM
w10121547_aow,advisor,help,help,help,VERB,USM
w10085166RP,advisor,used help with ,help,help,VERB,USM
w10085166RP,advisor,used help with ,used,use,VERB,USM
W10024445BC,afro,african american culture,african,african,ADJ,USM
W10024445BC,afro,african american culture,american,american,ADJ,USM
W10024445BC,afro,african american culture,culture,culture,NOUN,USM
W10024445BC,afro,african american movie,african,african,ADJ,USM
W10024445BC,afro,african american movie,american,american,ADJ,USM
W10024445BC,afro,african american movie,movie,movie,NOUN,USM
W10024445BC,afro,art,art,art,NOUN,USM
w10038845_asg,afro,comb,comb,comb,VERB,USM
W10024445BC,afro,education ,education,education,NOUN,USM
