Username,Stimuli.Cue,affordance_parsed,word,lemma,POS,Group
J00715674_hel,thigh,work out,work,workout,VERB,USA
J00715674_hel,thigh,eat,eat,eat,VERB,USA
J00715674_hel,thigh,use to walk,use,use,AUX,USA
J00715674_hel,thigh,use to walk,walk,walk,VERB,USA
J00715674_hel,thigh,clean,clean,clean,VERB,USA
J00715674_hel,lip,put chapstick,put,put,VERB,USA
J00715674_hel,lip,put chapstick,chopstick,chapstick,NOUN,USA
J00715674_hel,lip,use to talk,use,use,AUX,USA
J00715674_hel,lip,use to talk,talk,talk,VERB,USA
J00715674_hel,lip,paint with makeup,paint,paint,AUX,USA
J00715674_hel,lip,paint with makeup,makeup,makeup,NOUN,USA
J00715674_hel,lip,kiss,kiss,kiss,VERB,USA
J00715674_hel,cocaine,ingest,ingest,ingest,VERB,USA
J00715674_hel,cocaine,snort,snort,snort,VERB,USA
J00715674_hel,cocaine,roll,roll,roll,VERB,USA
J00715674_hel,cocaine,smoke,smoke,smoke,VERB,USA
J00715674_hel,cocaine,use as a pain reliever,use,use,AUX,USA
J00715674_hel,cocaine,use as a pain reliever,pain,pain,NOUN,USA
J00715674_hel,cocaine,use as a pain reliever,reliever,relief,VERB,USA
J00715674_hel,cocaine,can be used to numb ,can,can,AUX,USA
J00715674_hel,cocaine,can be used to numb ,used,use,AUX,USA
J00715674_hel,cocaine,can be used to numb ,numb,numb,X,USA
J00715674_hel,pole,climb,climb,climb,VERB,USA
J00715674_hel,pole,slide down,slide,slide,VERB,USA
J00715674_hel,pole,hit,hit,hit,VERB,USA
J00715674_hel,pole,throw,throw,throw,VERB,USA
J00715674_hel,pole,balance on top,balance,balance,VERB,USA
J00715674_hel,pole,balance on top,top,top,ADJ,USA
J00715674_hel,cellar,store,store,store,VERB,USA
J00715674_hel,cellar,hide in,hide,hide,VERB,USA
J00715674_hel,cellar,get drinks from,get,get,VERB,USA
J00715674_hel,cellar,get drinks from,drinks,drink,NOUN,USA
J00715674_hel,cellar,use for safety,use,use,VERB,USA
J00715674_hel,cellar,use for safety,safety,safety,VERB,USA
J00715674_hel,checklist,check off,check,check,VERB,USA
J00715674_hel,checklist,write,write,write,VERB,USA
J00715674_hel,checklist,take to stores,take,take,VERB,USA
