Participant id,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth
60f5a1df58e2d70959c0545f,Technical/community college,24,Male,White,United Kingdom
5f7a35fd77a52012998ad75f,DATA_EXPIRED,62,Female,White,Canada
63b7ac1265de531f228adbe5,Graduate degree (MA/MSc/MPhil/other),26,Male,Mixed,United Kingdom
5d5167d1374c5d0001b56d8b,Undergraduate degree (BA/BSc/other),53,Female,White,United Kingdom
60170c926648b891f9e5742f,Undergraduate degree (BA/BSc/other),43,Female,White,United Kingdom
608b3284b05e2c18ea92c745,Graduate degree (MA/MSc/MPhil/other),37,Female,Black,Bahamas
5dfe9f9e19232db3171c8341,Undergraduate degree (BA/BSc/other),33,Female,White,Germany
5ff0b69123b19b47f50c1f9f,Undergraduate degree (BA/BSc/other),28,Female,White,United Kingdom
5e56b022631bcb05f5a8ed44,Technical/community college,35,Female,White,Canada
627a949111093bf6cf062f93,Secondary education (e.g. GED/GCSE),35,Female,White,United States
5d531d67c208c0000167ff54,High school diploma/A-levels,55,Female,White,United Kingdom
5e04b2156f6c63f3737380c6,High school diploma/A-levels,45,Male,White,United Kingdom
596e4932afd8a4000160f690,High school diploma/A-levels,29,Female,White,United Kingdom
62e9500d5a48042efb992a4a,Undergraduate degree (BA/BSc/other),26,Female,White,United Kingdom
5fee8b9ccb76971c217213e3,Undergraduate degree (BA/BSc/other),27,Female,White,Canada
60343a3b512524256280a70a,Undergraduate degree (BA/BSc/other),24,Male,White,Saudi Arabia
6126bd1a5d4baa933ca88d37,Technical/community college,19,Male,White,United Kingdom
630545e599f4387aed015c7d,DATA_EXPIRED,31,Female,Other,Iran
5fa0c46d86ec53157b5a3034,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5c9a8b5596cb340001b72107,High school diploma/A-levels,22,Male,Asian,Canada
5f0b4fa9f7e4fd4520e646a1,Undergraduate degree (BA/BSc/other),45,Female,White,United Kingdom
5a585915eedc320001426e89,Undergraduate degree (BA/BSc/other),54,Female,White,United Kingdom
60ad6674ff744996afd1b531,Undergraduate degree (BA/BSc/other),65,Male,White,United Kingdom
5f06234e59035e156f46d69a,Graduate degree (MA/MSc/MPhil/other),32,Female,White,United Kingdom
5ec6ea7f483e5c12fb265a28,High school diploma/A-levels,23,Female,White,United Kingdom
5dae162804bd9b0016966f8c,Undergraduate degree (BA/BSc/other),45,Female,White,United Kingdom
5aad46cf811b2000016f6f3b,High school diploma/A-levels,30,Female,White,United Kingdom
5f3b14845efc2180b7600665,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5d45e85dd7d4b80015384b4e,High school diploma/A-levels,21,Female,White,United Kingdom
616409d682e9fb900e9ad36f,Undergraduate degree (BA/BSc/other),40,Female,White,United Kingdom
6115eb1577250c23a5f8c561,Undergraduate degree (BA/BSc/other),32,Female,White,Canada
60fd5cc1ba2f04dafec89359,High school diploma/A-levels,20,Female,White,United Kingdom
5ea4115637284839f59110e1,Technical/community college,60,Female,White,United Kingdom
5c8ec999bb6a3c00014acf5f,High school diploma/A-levels,54,Female,White,United States
6102d660e2f09dd991f8a13c,High school diploma/A-levels,19,Female,Asian,Canada
61718775a3668e2707f26d98,Technical/community college,65,Female,White,United Kingdom
5b63085365bf7000014d7e22,Undergraduate degree (BA/BSc/other),41,Male,White,United Kingdom
60adfc977ae7c7221b84b736,Graduate degree (MA/MSc/MPhil/other),29,Female,Black,Zimbabwe
5dfa74889a993f7c84bc2840,Technical/community college,23,Female,White,United Kingdom
6173d174b612db48303ee0d2,Undergraduate degree (BA/BSc/other),35,Female,Black,Zimbabwe
615c80307b3e4558f81aa385,Graduate degree (MA/MSc/MPhil/other),34,Male,White,United Kingdom
5e561d73f35a97121d3c2b67,Graduate degree (MA/MSc/MPhil/other),32,Female,White,United Kingdom
626709eaccacabc451b6ae63,Technical/community college,51,Male,White,United States
60743e408fd768b1a939ed4c,High school diploma/A-levels,20,Male,White,United Kingdom
62babbe941ac510ee18744ad,Graduate degree (MA/MSc/MPhil/other),64,Male,White,United Kingdom
5598528afdf99b38e56c8c0d,Graduate degree (MA/MSc/MPhil/other),48,Female,White,United Kingdom
5e3cb9572b82bd0b02f7bf1d,High school diploma/A-levels,39,Male,White,Canada
5fabf9bfaa84e00ccd8961a2,High school diploma/A-levels,55,Female,White,United States
5da179412996110016d853d5,High school diploma/A-levels,34,Female,White,United Kingdom
5878fafb460cb500018407e4,Graduate degree (MA/MSc/MPhil/other),37,Female,White,United Kingdom
60914b4649ec7b4af680e25b,Undergraduate degree (BA/BSc/other),23,Female,White,United Kingdom
62a48506f3909024ebb98ea5,High school diploma/A-levels,18,Male,White,United Kingdom
582ee44408b46b00010dbb07,High school diploma/A-levels,34,Male,White,Canada
5d6bfd6f3a9682001bd62534,Undergraduate degree (BA/BSc/other),49,Female,White,United Kingdom
5b1efc25bdf4e1000163af46,Undergraduate degree (BA/BSc/other),35,Female,White,United Kingdom
5873b2d22bd3c90001859b76,Technical/community college,44,Male,White,United Kingdom
5eff5f05b92981000a2aed73,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
631610af8e747093cd90e00d,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
606451b5aab2ec4afaae10f4,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5eeb58ec4c86582a76ff55ec,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
60f144ad27683d6a0c3e016a,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5f25e8f8e4d6b414e499c7c5,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
60f06eeaa0f318fdd01eb90e,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
634688391e61c68f25ca1f82,Undergraduate degree (BA/BSc/other),36,Male,Asian,United Kingdom
637545d6428d85daeedc3df5,Undergraduate degree (BA/BSc/other),49,Male,White,United Kingdom
5e2de408eebf94000a58e1b4,Graduate degree (MA/MSc/MPhil/other),26,Female,White,United Kingdom
5f0a414ff08fe631710e3ce8,Graduate degree (MA/MSc/MPhil/other),41,Male,White,United Kingdom
60a41548e296f3e79014e8ea,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
602df8094ad77a8f289dc685,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
634b019c131faf32332e429d,Undergraduate degree (BA/BSc/other),31,Female,White,United Kingdom
5936d77cebf54a0001566901,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5cab7cc86d3a6e001519d9e9,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5df6deb85cc3804b5b1eb8f7,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
63654eb1267acd98fe596858,High school diploma/A-levels,18,Male,Asian,United Kingdom
600f46f6c513db11698a960d,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
58d0632c2fc72000011f8c57,Graduate degree (MA/MSc/MPhil/other),46,Male,White,United Kingdom
5f9ac21781712420577377a3,Undergraduate degree (BA/BSc/other),44,Male,Asian,United Kingdom
609d81679bcff493c7d143de,Undergraduate degree (BA/BSc/other),54,Male,White,United Kingdom
62b8cd151b5fd0f9be7d1f11,Undergraduate degree (BA/BSc/other),30,Male,White,United Kingdom
572f526c3c27e7000e0b8aaa,Undergraduate degree (BA/BSc/other),32,Male,White,United Kingdom
5b1d8c8988ee7400012b2730,Technical/community college,32,Female,White,United Kingdom
605e7fad494f5b1efc65db99,Secondary education (e.g. GED/GCSE),34,Male,White,United Kingdom
5db31089a1f8d3000c10a6c5,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5fe7db4b957b611b9a1b6ac6,Graduate degree (MA/MSc/MPhil/other),30,Male,White,United Kingdom
5f516a44067fba1b4c562a55,Technical/community college,37,Male,White,United Kingdom
5dfedfbb557425b599c8c523,Technical/community college,54,Female,White,United Kingdom
638df25c28a73c52e405ef95,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
61015f63f9a351d3171a0f98,Undergraduate degree (BA/BSc/other),42,Male,White,United Kingdom
57b715b842195e000159f82b,Graduate degree (MA/MSc/MPhil/other),38,Female,White,Morocco
617406fbfced12169896d158,Graduate degree (MA/MSc/MPhil/other),58,Female,White,United Kingdom
56afa11aabec410005a56534,Undergraduate degree (BA/BSc/other),27,Female,White,France
5fb249cbf1bb8b7db9bb8d13,Graduate degree (MA/MSc/MPhil/other),57,Female,White,United Kingdom
5eac3dc896a6242689110c31,Undergraduate degree (BA/BSc/other),23,Female,White,United Kingdom
5eda5ad7cee6c16590433514,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5e89ba09ec9b3364b1fc0bd1,Technical/community college,43,Male,White,United States
62fa76a8d6bb71d857185b66,Technical/community college,58,Male,White,United Kingdom
