Participant id,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth
5c3d19e75f5dca00019abdbd,Secondary education (e.g. GED/GCSE),37,Female,White,United Kingdom
62cc067014b0a89528038073,Undergraduate degree (BA/BSc/other),29,Female,Asian,United Kingdom
62dc3847e0742087b3033fe5,Undergraduate degree (BA/BSc/other),36,Male,Black,DATA_EXPIRED
60abf08a41dea25a8cabd82c,Technical/community college,22,Female,White,United Kingdom
62c5c766683e4c58299aa5dc,Undergraduate degree (BA/BSc/other),36,Male,White,United Kingdom
5e2ee2dd7916f04a5362c88d,Technical/community college,57,Female,White,United Kingdom
5c14e1972b16ba0001c94560,High school diploma/A-levels,59,Female,White,United Kingdom
5e7def6e3a915c48aa9d3209,Doctorate degree (PhD/other),59,Female,White,United Kingdom
5e8fe65e4b34ff2e1090c547,High school diploma/A-levels,25,Female,White,United Kingdom
62ea20aa13d454052ce714e1,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5f3d429e599d9708bd5ffb2c,Graduate degree (MA/MSc/MPhil/other),41,Female,White,United Kingdom
612c124ca9de71dbaebdee34,Undergraduate degree (BA/BSc/other),28,Female,White,Canada
62fbd2e4a303a0c6ff0874b1,High school diploma/A-levels,50,Male,Mixed,United Kingdom
5c98310742270c0014d0287a,High school diploma/A-levels,20,Male,Asian,Canada
6121ef6ae0e3a6085e8fd707,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
602ba5af8055272f9a36e3fe,Graduate degree (MA/MSc/MPhil/other),24,Female,White,United Kingdom
62e18e19076f2303d7e59e7e,Undergraduate degree (BA/BSc/other),28,Male,Asian,United Kingdom
5cc5c31a89c84a0001377a39,Secondary education (e.g. GED/GCSE),50,Female,White,United Kingdom
5ce97c72bbc8bd001b07e9bb,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6147ba60af7aeb4cbd196caa,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
54a9b72efdf99b57183eb640,Graduate degree (MA/MSc/MPhil/other),34,Female,White,United Kingdom
60dcbb9b52603d2081d2ecac,Technical/community college,50,Female,White,United Kingdom
5b36fcdeac7a460001f8b302,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5ea00187a318681b9bed99dd,Graduate degree (MA/MSc/MPhil/other),58,Female,White,United Kingdom
5e1e26bc677d6f1913ec0111,Secondary education (e.g. GED/GCSE),56,Male,White,United Kingdom
5c3d19e75f5dca00019abdbd,Secondary education (e.g. GED/GCSE),38,Female,White,United Kingdom
62cc067014b0a89528038073,DATA_EXPIRED,31,Female,Asian,United Kingdom
62dc3847e0742087b3033fe5,DATA_EXPIRED,37,Male,Black,United States
60abf08a41dea25a8cabd82c,Technical/community college,24,Female,White,United Kingdom
62c5c766683e4c58299aa5dc,DATA_EXPIRED,37,Male,White,United Kingdom
5e2ee2dd7916f04a5362c88d,Technical/community college,58,Female,White,United Kingdom
5c14e1972b16ba0001c94560,High school diploma/A-levels,60,Female,White,United Kingdom
5e7def6e3a915c48aa9d3209,Doctorate degree (PhD/other),61,Female,White,United Kingdom
5e8fe65e4b34ff2e1090c547,Technical/community college,27,Female,White,United Kingdom
62ea20aa13d454052ce714e1,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5f3d429e599d9708bd5ffb2c,Graduate degree (MA/MSc/MPhil/other),42,Female,White,United Kingdom
612c124ca9de71dbaebdee34,Undergraduate degree (BA/BSc/other),30,Female,White,Canada
62fbd2e4a303a0c6ff0874b1,High school diploma/A-levels,51,Male,Mixed,United Kingdom
5c98310742270c0014d0287a,High school diploma/A-levels,21,Male,Asian,Canada
6121ef6ae0e3a6085e8fd707,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
602ba5af8055272f9a36e3fe,DATA_EXPIRED,25,Female,White,United Kingdom
62e18e19076f2303d7e59e7e,DATA_EXPIRED,29,Male,Asian,United Kingdom
5cc5c31a89c84a0001377a39,Secondary education (e.g. GED/GCSE),52,Female,White,United Kingdom
5ce97c72bbc8bd001b07e9bb,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6147ba60af7aeb4cbd196caa,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
54a9b72efdf99b57183eb640,DATA_EXPIRED,36,Female,White,United Kingdom
60dcbb9b52603d2081d2ecac,Technical/community college,51,Female,White,United Kingdom
5b36fcdeac7a460001f8b302,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
5ea00187a318681b9bed99dd,DATA_EXPIRED,59,Female,White,United Kingdom
5e1e26bc677d6f1913ec0111,Secondary education (e.g. GED/GCSE),57,Male,White,United Kingdom
