Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
w990768,mc8tjx8jbg,"BOI Norms",1,1,2022-04-28T15:27:13+00:00,11.521087169647,9,"updated stim.csv",Version9.csv,"Version 9","List 9",,,,,,0,Instruct,-,10,"In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object.",,Instruct1,11360,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,2,2022-04-28T15:27:26+00:00,12.501783847809,9,"updated stim.csv",Version9.csv,"Version 9","List 9",,,,,,0,Instruct,-,10,"Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)",,Instruct2,11764,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,3,2022-04-28T15:27:29+00:00,3.1196010112762,9,"updated stim.csv",Version9.csv,"Version 9","List 9",,,,,,0,Instruct,-,-,"Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin.",,Instruct3,2965,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,4,2022-04-28T15:27:41+00:00,11.852285146713,9,"updated stim.csv",Version9.csv,"Version 9","List 9",spaghetti,,3003,6,2461,3004,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,11663,,,6534,10218,,,,"Eating, feeding",1
w990768,mc8tjx8jbg,"BOI Norms",1,5,2022-04-28T15:27:51+00:00,10.576607942581,9,"updated stim.csv",Version9.csv,"Version 9","List 9",shortening,,3002,4.92,2358,3003,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,10392,,,6546,8462,,,,"Cooking, ",1
w990768,mc8tjx8jbg,"BOI Norms",1,6,2022-04-28T15:28:07+00:00,15.505349874496,9,"updated stim.csv",Version9.csv,"Version 9","List 9",saucer,,3005,5.777777778,2249,3006,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,15303,,,2325,8868,,,,"Eating, holding food, ",1
w990768,mc8tjx8jbg,"BOI Norms",1,7,2022-04-28T15:28:25+00:00,17.992021083832,9,"updated stim.csv",Version9.csv,"Version 9","List 9",paperwork,,3001,5.625,1866,3002,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,17771,,,2072,16817,,,,"Working, studying, keeping track of things, school, homework ",1
w990768,mc8tjx8jbg,"BOI Norms",1,8,2022-04-28T15:28:37+00:00,12.032934904099,9,"updated stim.csv",Version9.csv,"Version 9","List 9",grain,,3004,5.217391304,1143,3005,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,11820,,,4194,11032,,,,"Eating, baking",1
w990768,mc8tjx8jbg,"BOI Norms",1,9,2022-04-28T15:28:44+00:00,7.2389512062073,9,"updated stim.csv",Version9.csv,"Version 9","List 9",,,,,,0,Instruct,-,-,"You have completed this section. Press ENTER to continue",,"Instruct 5",7036,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,10,2022-04-28T15:28:48+00:00,3.5147278308868,9,"updated stim.csv",Version9.csv,"Version 9","List 9",,,,,,0,Instruct,-,-,"You will now start the full experiment. Press ENTER when you are ready to begin.",,,3370,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,11,2022-04-28T15:29:05+00:00,16.735257148743,9,"updated stim.csv",Version9.csv,"Version 9","List 9",platter,,268,5.75,1998,269,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,16534,,,2403,15678,,,,"Holding food, holding other objects, decor",1
w990768,mc8tjx8jbg,"BOI Norms",1,12,2022-04-28T15:29:21+00:00,16.528064966202,9,"updated stim.csv",Version9.csv,"Version 9","List 9",wrapper,,266,5.791666667,2978,267,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,16299,,,2506,15160,,,,"Presents, food, covering things",1
w990768,mc8tjx8jbg,"BOI Norms",1,13,2022-04-28T15:29:25+00:00,3.6723010540009,9,"updated stim.csv",Version9.csv,"Version 9","List 9",coleslaw,,254,4.72,599,255,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,3511,,,1950,2649,,,,Eating,1
w990768,mc8tjx8jbg,"BOI Norms",1,14,2022-04-28T15:29:35+00:00,9.9313488006592,9,"updated stim.csv",Version9.csv,"Version 9","List 9",block,,244,5.413793103,239,245,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,9731,,,1857,8870,,,,"Played with, building,",1
w990768,mc8tjx8jbg,"BOI Norms",1,15,2022-04-28T15:29:48+00:00,13.413511037827,9,"updated stim.csv",Version9.csv,"Version 9","List 9",orchard,,270,4.333333333,1816,271,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,13197,,,3360,12376,,,,"Looking at, smelling, a gift, decor",1
w990768,mc8tjx8jbg,"BOI Norms",1,16,2022-04-28T15:29:55+00:00,7.0607540607452,9,"updated stim.csv",Version9.csv,"Version 9","List 9",asparagus,,251,5.56,85,252,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,6858,,,1857,5881,,,,Eating,1
w990768,mc8tjx8jbg,"BOI Norms",1,17,2022-04-28T15:30:05+00:00,9.7170050144196,9,"updated stim.csv",Version9.csv,"Version 9","List 9",rancher,,243,4.68,2137,244,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,9518,,,6070,8727,,,,"Keeping animals",1
w990768,mc8tjx8jbg,"BOI Norms",1,18,2022-04-28T15:30:11+00:00,6.0811440944672,9,"updated stim.csv",Version9.csv,"Version 9","List 9",cane,,257,6.068965517,413,258,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,5871,,,3733,5063,,,,Walking,1
w990768,mc8tjx8jbg,"BOI Norms",1,19,2022-04-28T15:30:21+00:00,10.194230794907,9,"updated stim.csv",Version9.csv,"Version 9","List 9",hardware,,267,5.52,1249,268,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,9997,,,2614,6868,,,,"Building, fixing, ",1
w990768,mc8tjx8jbg,"BOI Norms",1,20,2022-04-28T15:30:25+00:00,4.0441460609436,9,"updated stim.csv",Version9.csv,"Version 9","List 9",tyke,,245,5.05,2813,246,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,3893,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,21,2022-04-28T15:30:29+00:00,3.8897349834442,9,"updated stim.csv",Version9.csv,"Version 9","List 9",veal,,260,4.5,2840,261,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,3754,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,22,2022-04-28T15:30:35+00:00,6.2545239925385,9,"updated stim.csv",Version9.csv,"Version 9","List 9",clay,,263,5.52,551,264,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,6056,,,2403,4210,,,,Art,1
w990768,mc8tjx8jbg,"BOI Norms",1,23,2022-04-28T15:30:42+00:00,6.6576969623566,9,"updated stim.csv",Version9.csv,"Version 9","List 9",strainer,,253,4.875,2557,254,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,6467,,,2011,3461,,,,Cooking,1
w990768,mc8tjx8jbg,"BOI Norms",1,24,2022-04-28T15:30:48+00:00,5.9199411869049,9,"updated stim.csv",Version9.csv,"Version 9","List 9",shell,,261,5.291666667,2333,262,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,5719,,,3496,4932,,,,Collecting,1
w990768,mc8tjx8jbg,"BOI Norms",1,25,2022-04-28T15:30:51+00:00,2.6786849498749,9,"updated stim.csv",Version9.csv,"Version 9","List 9",vessel,,248,4.925925926,2852,249,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,2470,,,-1,-1,,,,,1
w990768,mc8tjx8jbg,"BOI Norms",1,26,2022-04-28T15:30:53+00:00,2.5113210678101,9,"updated stim.csv",Version9.csv,"Version 9","List 9",altarpiece,,269,4.80952381,31,270,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,2322,,,-1,-1,,,,,1
