"Username","Trial","Condition.Description","Stimuli.Cue","Procedure.Trial.Type","affordance_parsed","affordance_corrected"
"5598528afdf99b38e56c8c0d",11,"Version 82","burglar","BOI","rob","rob"
"5598528afdf99b38e56c8c0d",11,"Version 82","burglar","BOI","follow","follow"
"5598528afdf99b38e56c8c0d",11,"Version 82","burglar","BOI","bribe","bribe"
"5598528afdf99b38e56c8c0d",12,"Version 82","classmate","BOI","talk","talk"
"5598528afdf99b38e56c8c0d",12,"Version 82","classmate","BOI","friend","friend"
"5598528afdf99b38e56c8c0d",12,"Version 82","classmate","BOI","speak","speak"
"5598528afdf99b38e56c8c0d",13,"Version 82","socket","BOI","plug","plug"
"5598528afdf99b38e56c8c0d",13,"Version 82","socket","BOI","charge","charge"
"5598528afdf99b38e56c8c0d",13,"Version 82","socket","BOI","switch on","switch on"
"5598528afdf99b38e56c8c0d",14,"Version 82","doorframe","BOI","walk through","walk through"
"5598528afdf99b38e56c8c0d",14,"Version 82","doorframe","BOI","hang door","hang door"
"5598528afdf99b38e56c8c0d",14,"Version 82","doorframe","BOI","paint","paint"
"5598528afdf99b38e56c8c0d",15,"Version 82","slingshot","BOI","throw","throw"
"5598528afdf99b38e56c8c0d",15,"Version 82","slingshot","BOI","hold","hold"
"5598528afdf99b38e56c8c0d",15,"Version 82","slingshot","BOI","shoot","shoot"
"5598528afdf99b38e56c8c0d",16,"Version 82","candlestick","BOI","light","light"
"5598528afdf99b38e56c8c0d",16,"Version 82","candlestick","BOI","hold","hold"
"5598528afdf99b38e56c8c0d",16,"Version 82","candlestick","BOI","carry","carry"
"5598528afdf99b38e56c8c0d",17,"Version 82","blender","BOI","blend","blend"
"5598528afdf99b38e56c8c0d",17,"Version 82","blender","BOI","switch on","switch on"
"5598528afdf99b38e56c8c0d",17,"Version 82","blender","BOI","grind","grind"
"5598528afdf99b38e56c8c0d",17,"Version 82","blender","BOI","chop","chop"
"5598528afdf99b38e56c8c0d",17,"Version 82","blender","BOI","cut","cut"
"5598528afdf99b38e56c8c0d",18,"Version 82","Crab","BOI","eat","eat"
"5598528afdf99b38e56c8c0d",18,"Version 82","Crab","BOI","catch","catch"
"5598528afdf99b38e56c8c0d",18,"Version 82","Crab","BOI","salad","salad"
"5598528afdf99b38e56c8c0d",19,"Version 82","saxophone","BOI","play","play"
"5598528afdf99b38e56c8c0d",19,"Version 82","saxophone","BOI","listen","listen"
"5598528afdf99b38e56c8c0d",19,"Version 82","saxophone","BOI","blow","blow"
"5598528afdf99b38e56c8c0d",20,"Version 82","buck","BOI","pay","pay"
"5598528afdf99b38e56c8c0d",20,"Version 82","buck","BOI","toss","toss"
"5598528afdf99b38e56c8c0d",21,"Version 82","shrine","BOI","worship","worship"
"5598528afdf99b38e56c8c0d",21,"Version 82","shrine","BOI","polish","polish"
"5598528afdf99b38e56c8c0d",21,"Version 82","shrine","BOI","clean","clean"
"5598528afdf99b38e56c8c0d",21,"Version 82","shrine","BOI","pray","pray"
"5598528afdf99b38e56c8c0d",21,"Version 82","shrine","BOI","visit","visit"
"5598528afdf99b38e56c8c0d",22,"Version 82","oven","BOI","cook","cook"
"5598528afdf99b38e56c8c0d",22,"Version 82","oven","BOI","heat","heat"
"5598528afdf99b38e56c8c0d",22,"Version 82","oven","BOI","bake","bake"
"5598528afdf99b38e56c8c0d",22,"Version 82","oven","BOI","roast","roast"
"5598528afdf99b38e56c8c0d",22,"Version 82","oven","BOI","toast","toast"
"5598528afdf99b38e56c8c0d",23,"Version 82","dumpling","BOI","eat","eat"
"5598528afdf99b38e56c8c0d",23,"Version 82","dumpling","BOI","cut","cut"
"5598528afdf99b38e56c8c0d",23,"Version 82","dumpling","BOI","chew","chew"
"5598528afdf99b38e56c8c0d",24,"Version 82","corduroy","BOI","wear","wear"
"5598528afdf99b38e56c8c0d",24,"Version 82","corduroy","BOI","sew","sew"
"5598528afdf99b38e56c8c0d",24,"Version 82","corduroy","BOI","trousers","trousers"
"5598528afdf99b38e56c8c0d",25,"Version 82","cartridge","BOI","ink","ink"
"5598528afdf99b38e56c8c0d",25,"Version 82","cartridge","BOI","print","print"
"5598528afdf99b38e56c8c0d",25,"Version 82","cartridge","BOI","install","install"
"5598528afdf99b38e56c8c0d",25,"Version 82","cartridge","BOI","change","change"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","smell","smell"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","cook","cook"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","bake","bake"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","drink","drink"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","tea","tea"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","perfume","perfume"
"5598528afdf99b38e56c8c0d",26,"Version 82","peppermint","BOI","grow","grow"
"5598528afdf99b38e56c8c0d",27,"Version 82","tablet","BOI","take","take"
"5598528afdf99b38e56c8c0d",27,"Version 82","tablet","BOI","swallow","swallow"
"5598528afdf99b38e56c8c0d",27,"Version 82","tablet","BOI","charge","charge"
"5598528afdf99b38e56c8c0d",27,"Version 82","tablet","BOI","internet","internet"
"5598528afdf99b38e56c8c0d",28,"Version 82","eclair","BOI","eat","eat"
"5598528afdf99b38e56c8c0d",28,"Version 82","eclair","BOI","gift","gift"
"5598528afdf99b38e56c8c0d",28,"Version 82","eclair","BOI","devour","devour"
"5598528afdf99b38e56c8c0d",29,"Version 82","backboard","BOI","hit","hit"
"5598528afdf99b38e56c8c0d",29,"Version 82","backboard","BOI","throw","throw"
"5598528afdf99b38e56c8c0d",29,"Version 82","backboard","BOI","bounce","bounce"
"5598528afdf99b38e56c8c0d",30,"Version 82","mattress","BOI","sleep","sleep"
"5598528afdf99b38e56c8c0d",30,"Version 82","mattress","BOI","sit","sit"
"5598528afdf99b38e56c8c0d",30,"Version 82","mattress","BOI","rest","rest"
"5598528afdf99b38e56c8c0d",30,"Version 82","mattress","BOI","bed","bed"
"5598528afdf99b38e56c8c0d",30,"Version 82","mattress","BOI","bounce","bounce"
"5598528afdf99b38e56c8c0d",31,"Version 82","soda","BOI","drink","drink"
"5598528afdf99b38e56c8c0d",32,"Version 82","arrowhead","BOI","spear","spear"
"5598528afdf99b38e56c8c0d",32,"Version 82","arrowhead","BOI","arrow","arrow"
"5598528afdf99b38e56c8c0d",32,"Version 82","arrowhead","BOI","throw","throw"
"5598528afdf99b38e56c8c0d",32,"Version 82","arrowhead","BOI","shoot","shoot"
"5598528afdf99b38e56c8c0d",32,"Version 82","arrowhead","BOI","sports","sports"
"5598528afdf99b38e56c8c0d",32,"Version 82","arrowhead","BOI","hunting","hunting"
"5598528afdf99b38e56c8c0d",33,"Version 82","buffet","BOI","eat","eat"
"5598528afdf99b38e56c8c0d",33,"Version 82","buffet","BOI","party","party"
"5598528afdf99b38e56c8c0d",33,"Version 82","buffet","BOI","food","food"
"5598528afdf99b38e56c8c0d",33,"Version 82","buffet","BOI","suprise","surprise"
"5598528afdf99b38e56c8c0d",34,"Version 82","teakwood","BOI","table","table"
"5598528afdf99b38e56c8c0d",34,"Version 82","teakwood","BOI","carve","carve"
"5598528afdf99b38e56c8c0d",34,"Version 82","teakwood","BOI","furniture","furniture"
"5598528afdf99b38e56c8c0d",35,"Version 82","sidecar","BOI","ride","ride"
"5598528afdf99b38e56c8c0d",35,"Version 82","sidecar","BOI","sit","sit"
"5598528afdf99b38e56c8c0d",36,"Version 82","petroleum","BOI","fuel","fuel"
"5598528afdf99b38e56c8c0d",36,"Version 82","petroleum","BOI","burn","burn"
"5598528afdf99b38e56c8c0d",36,"Version 82","petroleum","BOI","light","light"
"5598528afdf99b38e56c8c0d",37,"Version 82","announcer","BOI","speech","speech"
"5598528afdf99b38e56c8c0d",37,"Version 82","announcer","BOI","instructions","instructions"
"5598528afdf99b38e56c8c0d",38,"Version 82","card","BOI","gift","gift"
"5598528afdf99b38e56c8c0d",38,"Version 82","card","BOI","birthday","birthday"
"5598528afdf99b38e56c8c0d",38,"Version 82","card","BOI","craft","craft"
