"Item","Trial Type","Max Time","Min Time","Text","Procedure Notes","Shuffle"
0,"Instruct","-","10","In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object."," ","Instruct1"
0,"Instruct","-","10","Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)"," ","Instruct2"
0,"Instruct","-","-","Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin."," ","Instruct3"
3002,"BOI","-","-",""," ","n"
3003,"BOI","-","-",""," ","n"
3004,"BOI","-","-",""," ","n"
3005,"BOI","-","-",""," ","n"
3006,"BOI","-","-",""," ","n"
0,"Instruct","-","-","You have completed this section. Press ENTER to continue"," ","Instruct 5"
0,"Instruct","-","-","You will now start the full experiment. Press ENTER when you are ready to begin."," ",""
632,"BOI","-","-"," "," ","y"
633,"BOI","-","-"," "," ","y"
634,"BOI","-","-"," "," ","y"
635,"BOI","-","-"," "," ","y"
636,"BOI","-","-"," "," ","y"
637,"BOI","-","-"," "," ","y"
638,"BOI","-","-"," "," ","y"
639,"BOI","-","-"," "," ","y"
640,"BOI","-","-"," "," ","y"
641,"BOI","-","-"," "," ","y"
642,"BOI","-","-"," "," ","y"
643,"BOI","-","-"," "," ","y"
644,"BOI","-","-"," "," ","y"
645,"BOI","-","-"," "," ","y"
646,"BOI","-","-"," "," ","y"
647,"BOI","-","-"," "," ","y"
648,"BOI","-","-"," "," ","y"
649,"BOI","-","-"," "," ","y"
650,"BOI","-","-"," "," ","y"
651,"BOI","-","-"," "," ","y"
652,"BOI","-","-"," "," ","y"
653,"BOI","-","-"," "," ","y"
654,"BOI","-","-"," "," ","y"
655,"BOI","-","-"," "," ","y"
656,"BOI","-","-"," "," ","y"
657,"BOI","-","-"," "," ","y"
658,"BOI","-","-"," "," ","y"
659,"BOI","-","-"," "," ","y"
660,"BOI","-","-"," "," ","y"
661,"BOI","-","-"," "," ","y"
0,"Instruct","","","You will now be asked a few questions about your experience today."," ","Instruct 4"
