Username,ID,Trial,Question,Type,RT,Response
test,weo0anccbc,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,2148,Smooth
test,weo0anccbc,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5251,Naive
test,weo0anccbc,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,2240,5
test,weo0anccbc,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,1751,dtews
test,weo0anccbc,5,"Which of the following problems did you have?",Checkbox,1870,none
ML5115,72aqgaagpe,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,11763,MinorBumps
ML5115,72aqgaagpe,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,6470,Naive
ML5115,72aqgaagpe,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,26320,2
ML5115,72aqgaagpe,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,31417,"I checked my phone when I got texts. "
ML5115,72aqgaagpe,5,"Which of the following problems did you have?",Checkbox,15731,none
MM9115,8ynb8vwj6c,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,4892,Smooth
MM9115,8ynb8vwj6c,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,3681,Naive
MM9115,8ynb8vwj6c,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,7359,2
MM9115,8ynb8vwj6c,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,6110,No
MM9115,8ynb8vwj6c,5,"Which of the following problems did you have?",Checkbox,5358,"internet connectivity problems"
MM9115,8ynb8vwj6c,5,"Which of the following problems did you have?",Checkbox,5358,none
JB1475,9jsxaln5x8,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,6087,Smooth
JB1475,9jsxaln5x8,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5282,Naive
JB1475,9jsxaln5x8,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,5134,4
JB1475,9jsxaln5x8,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,6576,No
JB1475,9jsxaln5x8,5,"Which of the following problems did you have?",Checkbox,8604,"blank page"
JB1475,9jsxaln5x8,5,"Which of the following problems did you have?",Checkbox,8604,"internet connectivity problems"
MW6542,hsyqn5504j,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,6053,Smooth
MW6542,hsyqn5504j,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,7302,Naive
MW6542,hsyqn5504j,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,5278,5
MW6542,hsyqn5504j,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,9062,No
MW6542,hsyqn5504j,5,"Which of the following problems did you have?",Checkbox,5848,none
EB2483,9a6a96k1lq,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,7284,Smooth
EB2483,9a6a96k1lq,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,4370,Naive
EB2483,9a6a96k1lq,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,4733,4
EB2483,9a6a96k1lq,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,5875,Nope
EB2483,9a6a96k1lq,5,"Which of the following problems did you have?",Checkbox,6528,none
VL8728,wwn89v5rz7,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,2539,Smooth
VL8728,wwn89v5rz7,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,3677,Naive
VL8728,wwn89v5rz7,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,4438,5
VL8728,wwn89v5rz7,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,6899,No
VL8728,wwn89v5rz7,5,"Which of the following problems did you have?",Checkbox,2599,none
AU1755,nvjm88b363,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,17125,Smooth
AU1755,nvjm88b363,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,9072,Naive
AU1755,nvjm88b363,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,5330,4
AU1755,nvjm88b363,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,10687,No
AU1755,nvjm88b363,5,"Which of the following problems did you have?",Checkbox,6683,none
JanedisColon331.643.2681,hnsz3g0edm,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,10456,Smooth
JanedisColon331.643.2681,hnsz3g0edm,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,6252,Naive
JanedisColon331.643.2681,hnsz3g0edm,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,7321,4
JanedisColon331.643.2681,hnsz3g0edm,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,8458,yes
JanedisColon331.643.2681,hnsz3g0edm,5,"Which of the following problems did you have?",Checkbox,13782,"internet connectivity problems"
JB2271,bcq8lduaye,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,13807,Smooth
JB2271,bcq8lduaye,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,21356,Naive
JB2271,bcq8lduaye,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,35446,3
JB2271,bcq8lduaye,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,47673,"talked with my roomate "
JB2271,bcq8lduaye,5,"Which of the following problems did you have?",Checkbox,8026,none
EV9981,xetd05sdjs,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,16315,Smooth
EV9981,xetd05sdjs,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,6362,Naive
EV9981,xetd05sdjs,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,12427,3
EV9981,xetd05sdjs,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,41342,"I checked my phone a few times and I am listening to music."
EV9981,xetd05sdjs,5,"Which of the following problems did you have?",Checkbox,9025,none
IS1739,bev6dqq07d,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,6020,MinorBumps
IS1739,bev6dqq07d,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,5360,Naive
IS1739,bev6dqq07d,3,"How much fun was this experiment? <p>1 being very fun -- 7 being the MOST FUN EVER</p>",Likert,31414,3
IS1739,bev6dqq07d,4,"Were you doing anything else while this experiment was going on? You will get credit no matter how you respond here.",Text,83438,"watching my friends play spades"
IS1739,bev6dqq07d,5,"Which of the following problems did you have?",Checkbox,6317,"internet connectivity problems"
BK1319,lunf7900ek,1,"Did the experiment go smoothly or were there problems? (Note: Your compensation will not depend on your answer below, so please be honest.)!!!",Radio,4142,Smooth
BK1319,lunf7900ek,2,"Have you participated in this experiment (or another experiment using the same learning materials) before?",Radio,3780,DoneItBefore
