"Item","Trial Type","Max Time","Min Time","Text","Procedure Notes","Shuffle"
0,"Instruct","-","10","In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object."," ","Instruct1"
0,"Instruct","-","10","Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)"," ","Instruct2"
0,"Instruct","-","-","Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin."," ","Instruct3"
3002,"BOI","-","-",""," ","n"
3003,"BOI","-","-",""," ","n"
3004,"BOI","-","-",""," ","n"
3005,"BOI","-","-",""," ","n"
3006,"BOI","-","-",""," ","n"
0,"Instruct","-","-","You have completed this section. Press ENTER to continue"," ","Instruct 5"
0,"Instruct","-","-","You will now start the full experiment. Press ENTER when you are ready to begin."," ",""
872,"BOI","-","-"," "," ","y"
873,"BOI","-","-"," "," ","y"
874,"BOI","-","-"," "," ","y"
875,"BOI","-","-"," "," ","y"
876,"BOI","-","-"," "," ","y"
877,"BOI","-","-"," "," ","y"
878,"BOI","-","-"," "," ","y"
879,"BOI","-","-"," "," ","y"
880,"BOI","-","-"," "," ","y"
881,"BOI","-","-"," "," ","y"
882,"BOI","-","-"," "," ","y"
883,"BOI","-","-"," "," ","y"
884,"BOI","-","-"," "," ","y"
885,"BOI","-","-"," "," ","y"
886,"BOI","-","-"," "," ","y"
887,"BOI","-","-"," "," ","y"
888,"BOI","-","-"," "," ","y"
889,"BOI","-","-"," "," ","y"
890,"BOI","-","-"," "," ","y"
891,"BOI","-","-"," "," ","y"
892,"BOI","-","-"," "," ","y"
893,"BOI","-","-"," "," ","y"
894,"BOI","-","-"," "," ","y"
895,"BOI","-","-"," "," ","y"
896,"BOI","-","-"," "," ","y"
897,"BOI","-","-"," "," ","y"
898,"BOI","-","-"," "," ","y"
899,"BOI","-","-"," "," ","y"
900,"BOI","-","-"," "," ","y"
901,"BOI","-","-"," "," ","y"
0,"Instruct","","","You will now be asked a few questions about your experience today."," ","Instruct 4"
