"Item","Trial Type","Max Time","Min Time","Text","Procedure Notes","Shuffle"
0,"Instruct","-","10","In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object."," ","Instruct1"
0,"Instruct","-","10","Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)"," ","Instruct2"
0,"Instruct","-","-","Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin."," ","Instruct3"
3002,"BOI","-","-",""," ","n"
3003,"BOI","-","-",""," ","n"
3004,"BOI","-","-",""," ","n"
3005,"BOI","-","-",""," ","n"
3006,"BOI","-","-",""," ","n"
0,"Instruct","-","-","You have completed this section. Press ENTER to continue"," ","Instruct 5"
0,"Instruct","-","-","You will now start the full experiment. Press ENTER when you are ready to begin."," ",""
752,"BOI","-","-"," "," ","y"
753,"BOI","-","-"," "," ","y"
754,"BOI","-","-"," "," ","y"
755,"BOI","-","-"," "," ","y"
756,"BOI","-","-"," "," ","y"
757,"BOI","-","-"," "," ","y"
758,"BOI","-","-"," "," ","y"
759,"BOI","-","-"," "," ","y"
760,"BOI","-","-"," "," ","y"
761,"BOI","-","-"," "," ","y"
762,"BOI","-","-"," "," ","y"
763,"BOI","-","-"," "," ","y"
764,"BOI","-","-"," "," ","y"
765,"BOI","-","-"," "," ","y"
766,"BOI","-","-"," "," ","y"
767,"BOI","-","-"," "," ","y"
768,"BOI","-","-"," "," ","y"
769,"BOI","-","-"," "," ","y"
770,"BOI","-","-"," "," ","y"
771,"BOI","-","-"," "," ","y"
772,"BOI","-","-"," "," ","y"
773,"BOI","-","-"," "," ","y"
774,"BOI","-","-"," "," ","y"
775,"BOI","-","-"," "," ","y"
776,"BOI","-","-"," "," ","y"
777,"BOI","-","-"," "," ","y"
778,"BOI","-","-"," "," ","y"
779,"BOI","-","-"," "," ","y"
780,"BOI","-","-"," "," ","y"
781,"BOI","-","-"," "," ","y"
0,"Instruct","","","You will now be asked a few questions about your experience today."," ","Instruct 4"
