Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Stimuli*Rand,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
w10094712_joe,5td05klsu4,"BOI Norms",1,1,2022-01-14T17:45:41+00:00,11.144807100296,5,"updated stim.csv",Version30.csv,"Version 30","List 30",,,,,,,0,Instruct,-,10,"In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object.",,Instruct1,10976,,,-1,-1,,,,,1
w10094712_joe,5td05klsu4,"BOI Norms",1,2,2022-01-14T17:45:54+00:00,13.141623973846,5,"updated stim.csv",Version30.csv,"Version 30","List 30",,,,,,,0,Instruct,-,10,"Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)",,Instruct2,12908,,,-1,-1,,,,,1
w10094712_joe,5td05klsu4,"BOI Norms",1,3,2022-01-14T17:45:58+00:00,4.0587401390076,5,"updated stim.csv",Version30.csv,"Version 30","List 30",,,,,,,0,Instruct,-,-,"Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin.",,Instruct3,3829,,,-1,-1,,,,,1
w10094712_joe,5td05klsu4,"BOI Norms",1,4,2022-01-14T17:46:34+00:00,36.563966989517,5,"updated stim.csv",Version30.csv,"Version 30","List 30",paperwork,,3001,5.625,1866,0.124284162,3002,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,36359,,,4659,30979,,,,"files, printed, written, stapled, emailed",1
w10094712_joe,5td05klsu4,"BOI Norms",1,5,2022-01-14T17:47:01+00:00,26.616829872131,5,"updated stim.csv",Version30.csv,"Version 30","List 30",grain,,3004,5.217391304,1143,0.226863762,3005,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,26374,,,3382,21471,,,,"eaten, sifted, farmed, store, sell",1
w10094712_joe,5td05klsu4,"BOI Norms",1,6,2022-01-14T17:47:19+00:00,17.848042964935,5,"updated stim.csv",Version30.csv,"Version 30","List 30",spaghetti,,3003,6,2461,0.090379998,3004,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,17596,,,1866,8053,,,,"eat, cook, buy, sell",1
w10094712_joe,5td05klsu4,"BOI Norms",1,7,2022-01-14T17:47:30+00:00,10.925431966782,5,"updated stim.csv",Version30.csv,"Version 30","List 30",shortening,,3002,4.92,2358,0.604328482,3003,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,10695,,,9299,9774,,,,n/a,1
w10094712_joe,5td05klsu4,"BOI Norms",1,8,2022-01-14T17:47:42+00:00,12.088374137878,5,"updated stim.csv",Version30.csv,"Version 30","List 30",saucer,,3005,5.777777778,2249,0.304808074,3006,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,11852,,,4033,10902,,,,"serve, decorate, fill",1
w10094712_joe,5td05klsu4,"BOI Norms",1,9,2022-01-14T17:47:44+00:00,2.0201900005341,5,"updated stim.csv",Version30.csv,"Version 30","List 30",,,,,,,0,Instruct,-,-,"You have completed this section. Press ENTER to continue",,"Instruct 5",1798,,,-1,-1,,,,,1
w10094712_joe,5td05klsu4,"BOI Norms",1,10,2022-01-14T17:47:48+00:00,4.6749448776245,5,"updated stim.csv",Version30.csv,"Version 30","List 30",,,,,,,0,Instruct,-,-,"You will now start the full experiment. Press ENTER when you are ready to begin.",,,4494,,,-1,-1,,,,,1
w10094712_joe,5td05klsu4,"BOI Norms",1,11,2022-01-14T17:48:08+00:00,19.068114042282,5,"updated stim.csv",Version30.csv,"Version 30","List 30",shore,,894,4.333333333,2355,0.660049672,895,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,18869,,,3138,17228,,,,"walk, explore, photograph, relax",1
w10094712_joe,5td05klsu4,"BOI Norms",1,12,2022-01-14T17:48:31+00:00,23.781949043274,5,"updated stim.csv",Version30.csv,"Version 30","List 30",syrup,,898,5.16,2614,0.480576969,899,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,23548,,,1685,22367,,,,"eat, sweeten, stick",1
w10094712_joe,5td05klsu4,"BOI Norms",1,13,2022-01-14T17:48:50+00:00,18.483026027679,5,"updated stim.csv",Version30.csv,"Version 30","List 30",gum,,899,6.36,1195,0.973333942,900,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,18247,,,1790,16979,,,,"chew, blow, pop, spit, smack",1
