"Username","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","word","lemma","POS"
"20296454PJ","Version 8","excavator",225,"construction ","construction","construction","NOUN"
"20296454PJ","Version 8","eggplant",226,"cooking","cooking","cook","NOUN"
"20296454PJ","Version 8","shelter",237,"sleeping","sleeping","sleep","NOUN"
"20296454PJ","Version 8","shelter",237,"reading","reading","read","NOUN"
"20296454PJ","Version 8","shelter",237,"class","class","class","NOUN"
"20296454PJ","Version 8","shelter",237,"showering","showering","showere","VERB"
"20296454PJ","Version 8","stick",229,"crafts","crafts","craft","NOUN"
"20296454PJ","Version 8","stick",229,"fetch with dog","fetch","fetch","VERB"
"20296454PJ","Version 8","stick",229,"fetch with dog","dog","dog","NOUN"
"20296454PJ","Version 8","stick",229,"digging","digging","digge","VERB"
"20296454PJ","Version 8","drug",212,"substance abuse","substance","substance","NOUN"
"20296454PJ","Version 8","drug",212,"substance abuse","abuse","abuse","NOUN"
"20296454PJ","Version 8","case",233,"used by police","used","use","VERB"
"20296454PJ","Version 8","case",233,"used by police","police","police","NOUN"
"20296454PJ","Version 8","case",233,"used as briefcase ","used","use","VERB"
"20296454PJ","Version 8","case",233,"used as briefcase ","briefcase","briefcase","INTJ"
"20296454PJ","Version 8","torchlight",220,"used as a light","used","use","VERB"
"20296454PJ","Version 8","torchlight",220,"used as a light","light","light","NOUN"
"20296454PJ","Version 8","motel",222,"sleep","sleep","sleep","NOUN"
"20296454PJ","Version 8","pantry",217,"to keep food","keep","keep","VERB"
"20296454PJ","Version 8","pantry",217,"to keep food","food","food","NOUN"
"20296454PJ","Version 8","plum",239,"to eat","eat","eat","VERB"
"20296454PJ","Version 8","plum",239,"make jelly","make","make","VERB"
"20296454PJ","Version 8","plum",239,"make jelly","jelly","jelly","ADV"
"20296454PJ","Version 8","roll",213,"eat","eat","eat","VERB"
"20296454PJ","Version 8","phalanges",227,"everything ","everything","everything","PRON"
"20296454PJ","Version 8","accordion",228,"make music","make","make","VERB"
"20296454PJ","Version 8","accordion",228,"make music","music","music","NOUN"
"20296454PJ","Version 8","beef",218,"eat","eat","eat","VERB"
"20296454PJ","Version 8","body",235,"everything ","everything","everything","PRON"
"20296454PJ","Version 8","arrow",214,"to do archery ","archery","archery","NOUN"
"20296454PJ","Version 8","illustrator",230,"books","books","book","NOUN"
"20296454PJ","Version 8","illustrator",230,"drawings in general ","drawings","drawing","NOUN"
"20296454PJ","Version 8","illustrator",230,"drawings in general ","general","general","ADJ"
"20296454PJ","Version 8","fruit",231,"eat","eat","eat","VERB"
"20296454PJ","Version 8","avocado",221,"eat","eat","eat","VERB"
"20296454PJ","Version 8","hoe",234,"garden","garden","garden","NOUN"
"20305849","Version 48","eggshell",1431,"throw them away","throw","throw","INTJ"
"20305849","Version 48","eggshell",1431,"throw them away","away","away","ADV"
"20305849","Version 48","morsel",1415,"eat","eat","eat","VERB"
"20305849","Version 48","condom",1440,"protection","protection","protection","NOUN"
"20305849","Version 48","detergent",1429,"wash clothes","wash","wash","INTJ"
"20305849","Version 48","detergent",1429,"wash clothes","clothes","clothe","NOUN"
"20305849","Version 48","detergent",1429,"buy","buy","buy","VERB"
"20305849","Version 48","detergent",1429,"sell","sell","sell","VERB"
"20305849","Version 48","land",1421,"sell","sell","sell","VERB"
"20305849","Version 48","land",1421,"buy","buy","buy","VERB"
"20305849","Version 48","land",1421,"farm","farm","farm","NOUN"
"20305849","Version 48","bloodhound",1416,"pet","pet","pet","NOUN"
"20305849","Version 48","pencil",1437,"write","write","write","X"
"20305849","Version 48","pencil",1437,"sell","sell","sell","VERB"
"20305849","Version 48","pencil",1437,"buy","buy","buy","VERB"
"20305849","Version 48","yoga",1439,"flexibility","flexibility","flexibility","NOUN"
"20305849","Version 48","yoga",1439,"stretch","stretch","stretch","NOUN"
"20305849","Version 48","yoga",1439,"mobility","mobility","mobility","NOUN"
"20305849","Version 48","yoga",1439,"balance","balance","balance","NOUN"
"20305849","Version 48","peppercorn",1413,"spice","spice","spice","NOUN"
"20305849","Version 48","hut",1423,"shade","shade","shade","NOUN"
"20305849","Version 48","oat",1428,"eat","eat","eat","VERB"
"20305849","Version 48","graveyard",1433,"bury the dead","bury","bury","NOUN"
"20305849","Version 48","graveyard",1433,"bury the dead","dead","dead","ADJ"
"20305849","Version 48","talisman",1414,"to make jewerly","make","make","VERB"
"20305849","Version 48","talisman",1414,"to make jewerly","jewelry","jewelry","NOUN"
"20305849","Version 48","cuisine",1441,"eat","eat","eat","VERB"
"20305849","Version 48","childbirth",1434,"celebration","celebration","celebration","NOUN"
"20305849","Version 48","childbirth",1434,"party after party","party","party","NOUN"
"20305849","Version 48","childbirth",1434,"party after party","party","party","NOUN"
"20305849","Version 48","primrose",1430,"medicine","medicine","medicine","NOUN"
"20305849","Version 48","primrose",1430,"flowers","flowers","flower","NOUN"
"20305849","Version 48","chick",1436,"pet","pet","pet","NOUN"
"20305849","Version 48","peelings",1418,"dispose","dispose","dispose","NOUN"
"20305849","Version 48","latex",1432,"clothes","clothes","clothe","NOUN"
"20305849","Version 48","newsletter",1438,"read","read","read","VERB"
"20305849","Version 48","terrycloth",1412,"towel","towel","towel","NOUN"
"20305849","Version 48","terrycloth",1412,"robe","robe","robe","NOUN"
"20305849","Version 48","bone",1427,"toss it to your dog","toss","toss","NOUN"
"20305849","Version 48","bone",1427,"toss it to your dog","dog","dog","NOUN"
"20305849","Version 48","brass",1419,"instrument","instrument","instrument","NOUN"
"20305849","Version 48","brass",1419,"play","play","play","VERB"
"20305849","Version 48","brass",1419,"carry","carry","carry","VERB"
"20305849","Version 48","brass",1419,"sell","sell","sell","VERB"
"20305849","Version 48","brass",1419,"buy","buy","buy","VERB"
"20305849","Version 48","earpiece",1425,"speak or listen ","speak","speak","NOUN"
"20305849","Version 48","earpiece",1425,"speak or listen ","listen","listen","VERB"
"20305849","Version 48","tattoo",1424,"show family and friends","show","show","VERB"
"20305849","Version 48","tattoo",1424,"show family and friends","family","family","NOUN"
"20305849","Version 48","tattoo",1424,"show family and friends","friends","friend","NOUN"
"20305849","Version 48","neckband",1417,"wrap around your neck","wrap","wrap","NOUN"
"20305849","Version 48","neckband",1417,"wrap around your neck","around","around","ADV"
"20305849","Version 48","neckband",1417,"wrap around your neck","neck","neck","NOUN"
"20305849","Version 48","acne",1426,"take care of them","take","take","VERB"
"20305849","Version 48","acne",1426,"take care of them","care","care","NOUN"
"20305849","Version 48","tape",1422,"tape stuff","tape","tape","NOUN"
"20305849","Version 48","tape",1422,"tape stuff","stuff","stuff","NOUN"
"20305849","Version 48","pegboard",1435,"wall storage","wall","wall","NOUN"
"20305849","Version 48","pegboard",1435,"wall storage","storage","storage","NOUN"
"20305849","Version 48","maize",1420,"eat","eat","eat","VERB"
"20305849","Version 48","maize",1420,"plant","plant","plant","NOUN"
"20305849","Version 48","maize",1420,"sell","sell","sell","VERB"
"20305849","Version 48","maize",1420,"buy","buy","buy","VERB"
"20307571_IAT","Version 75","primate",2237,"to prove a point","prove","prove","VERB"
"20307571_IAT","Version 75","primate",2237,"to prove a point","point","point","NOUN"
"20307571_IAT","Version 75","primate",2237,"to demonstrate a lesson","demonstrate","demonstrate","VERB"
"20307571_IAT","Version 75","primate",2237,"to demonstrate a lesson","lesson","lesson","NOUN"
"20307571_IAT","Version 75","primate",2237,"to study","study","study","NOUN"
"20307571_IAT","Version 75","primate",2237,"amuse","amuse","amuse","NOUN"
"20307571_IAT","Version 75","quiche",2234,"eat","eat","eat","VERB"
"20307571_IAT","Version 75","quiche",2234,"give","give","give","VERB"
"20307571_IAT","Version 75","vehicle",2240,"drive","drive","drive","VERB"
"20307571_IAT","Version 75","vehicle",2240,"take somewhere","take","take","VERB"
"20307571_IAT","Version 75","vehicle",2240,"take somewhere","somewhere","somewhere","ADV"
"20307571_IAT","Version 75","vehicle",2240,"pickup","pickup","pickup","NOUN"
"20307571_IAT","Version 75","vehicle",2240,"drop off someone","drop","drop","VERB"
"20307571_IAT","Version 75","vehicle",2240,"drop off someone","someone","someone","PRON"
"20307571_IAT","Version 75","vehicle",2240,"fix","fix","fix","VERB"
"20307571_IAT","Version 75","vehicle",2240,"pull something","pull","pull","NOUN"
"20307571_IAT","Version 75","vehicle",2240,"pull something","something","something","PRON"
"20307571_IAT","Version 75","lice",2230,"reminder to be clean","reminder","reminder","NOUN"
"20307571_IAT","Version 75","lice",2230,"reminder to be clean","clean","clean","ADJ"
"20307571_IAT","Version 75","lice",2230,"wash","wash","wash","INTJ"
"20307571_IAT","Version 75","lavatory",2250,"wash","wash","wash","INTJ"
"20307571_IAT","Version 75","moth",2226,"fly","fly","fly","VERB"
"20307571_IAT","Version 75","moth",2226,"annoy","annoy","annoy","ADJ"
"20307571_IAT","Version 75","denim",2239,"clothes","clothes","clothe","NOUN"
"20307571_IAT","Version 75","denim",2239,"protection","protection","protection","NOUN"
"20307571_IAT","Version 75","denim",2239,"fabric","fabric","fabric","NOUN"
"20307571_IAT","Version 75","laundry",2222,"clean","clean","clean","ADJ"
"20307571_IAT","Version 75","laundry",2222,"to test a washer and dryer","test","test","NOUN"
"20307571_IAT","Version 75","laundry",2222,"to test a washer and dryer","washer","washer","NOUN"
"20307571_IAT","Version 75","laundry",2222,"to test a washer and dryer","dryer","dryer","NOUN"
"20307571_IAT","Version 75","doornail",2245,"decorate","decorate","decorate","VERB"
"20307571_IAT","Version 75","doornail",2245,"strengthen","strengthen","strengthen","ADV"
"20307571_IAT","Version 75","kindle",2244,"make a fire","make","make","VERB"
"20307571_IAT","Version 75","kindle",2244,"make a fire","fire","fire","NOUN"
"20307571_IAT","Version 75","kindle",2244,"read a book","read","read","VERB"
"20307571_IAT","Version 75","kindle",2244,"read a book","book","book","NOUN"
"20307571_IAT","Version 75","shinbone",2223,"connect a ankle and knee","connect","connect","NOUN"
"20307571_IAT","Version 75","shinbone",2223,"connect a ankle and knee","ankle","ankle","NOUN"
"20307571_IAT","Version 75","shinbone",2223,"connect a ankle and knee","knee","knee","NOUN"
"20307571_IAT","Version 75","shinbone",2223,"hold the body","hold","hold","INTJ"
"20307571_IAT","Version 75","shinbone",2223,"hold the body","body","body","NOUN"
"20307571_IAT","Version 75","shinbone",2223,"makes others tall","makes","make","VERB"
"20307571_IAT","Version 75","shinbone",2223,"makes others tall","others","other","NOUN"
"20307571_IAT","Version 75","shinbone",2223,"makes others tall","tall","tall","ADJ"
"20307571_IAT","Version 75","shotgun",2235,"shoot","shoot","shoot","NOUN"
"20307571_IAT","Version 75","shotgun",2235,"protects","protects","protect","NOUN"
"20307571_IAT","Version 75","shotgun",2235,"threatens","threatens","threaten","NOUN"
"20307571_IAT","Version 75","shotgun",2235,"takes life","takes","take","VERB"
"20307571_IAT","Version 75","shotgun",2235,"takes life","life","life","NOUN"
"20307571_IAT","Version 75","shotgun",2235,"hunt","hunt","hunt","NOUN"
"20307571_IAT","Version 75","shotgun",2235,"scare","scare","scare","NOUN"
"20307571_IAT","Version 75","anchor",2233,"holds something down","holds","hold","NOUN"
"20307571_IAT","Version 75","anchor",2233,"holds something down","something","something","PRON"
"20307571_IAT","Version 75","metalworker",2231,"work","work","work","NOUN"
"20307571_IAT","Version 75","metalworker",2231,"bend metal","bend","bend","NOUN"
"20307571_IAT","Version 75","metalworker",2231,"bend metal","metal","metal","NOUN"
"20307571_IAT","Version 75","metalworker",2231,"shape metal","shape","shape","NOUN"
"20307571_IAT","Version 75","metalworker",2231,"shape metal","metal","metal","NOUN"
"20307571_IAT","Version 75","metalworker",2231,"makes things","makes","make","VERB"
"20307571_IAT","Version 75","metalworker",2231,"makes things","things","thing","NOUN"
"20307571_IAT","Version 75","washboard",2251,"wash","wash","wash","INTJ"
"20307571_IAT","Version 75","washboard",2251,"clean","clean","clean","ADJ"
