Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
10077702_ela,khxw88t8ma,"BOI Norms",1,1,2020-11-18T18:52:03-08:00,11.83042883873,25,"updated stim.csv",Version50.csv,"Version 50","List 50",,,,,,0,Instruct,-,10,"In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object.",,Instruct1,11634,,,-1,-1,,,,,1
10077702_ela,khxw88t8ma,"BOI Norms",1,2,2020-11-18T18:52:15-08:00,11.571782112122,25,"updated stim.csv",Version50.csv,"Version 50","List 50",,,,,,0,Instruct,-,10,"Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)",,Instruct2,11303,,,-1,-1,,,,,1
10077702_ela,khxw88t8ma,"BOI Norms",1,3,2020-11-18T18:52:22-08:00,7.4748978614807,25,"updated stim.csv",Version50.csv,"Version 50","List 50",,,,,,0,Instruct,-,-,"Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin.",,Instruct3,7186,,,-1,-1,,,,,1
10077702_ela,khxw88t8ma,"BOI Norms",1,4,2020-11-18T18:52:54-08:00,31.875076055527,25,"updated stim.csv",Version50.csv,"Version 50","List 50",grain,,3004,5.217391304,1143,3005,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,31604,,,8316,10767,,,,cooking,1
10077702_ela,khxw88t8ma,"BOI Norms",1,5,2020-11-18T18:53:28-08:00,33.420454978943,25,"updated stim.csv",Version50.csv,"Version 50","List 50",saucer,,3005,5.777777778,2249,3006,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,33135,,,20043,32095,,,,"throwing, catching",1
10077702_ela,khxw88t8ma,"BOI Norms",1,6,2020-11-18T18:53:53-08:00,25.491280078888,25,"updated stim.csv",Version50.csv,"Version 50","List 50",paperwork,,3001,5.625,1866,3002,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,25202,,,8474,24373,,,,"organization, filing, reading",1
10077702_ela,khxw88t8ma,"BOI Norms",1,7,2020-11-18T18:54:00-08:00,6.4241559505463,25,"updated stim.csv",Version50.csv,"Version 50","List 50",spaghetti,,3003,6,2461,3004,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,6132,,,1197,5283,,,,"eating, cooking",1
10077702_ela,khxw88t8ma,"BOI Norms",1,8,2020-11-18T18:54:08-08:00,8.9232370853424,25,"updated stim.csv",Version50.csv,"Version 50","List 50",shortening,,3002,4.92,2358,3003,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,n,8654,,,6068,6875,,,,baking,1
10077702_ela,khxw88t8ma,"BOI Norms",1,9,2020-11-18T18:54:11-08:00,2.1614530086517,25,"updated stim.csv",Version50.csv,"Version 50","List 50",,,,,,0,Instruct,-,-,"You have completed this section. Press ENTER to continue",,"Instruct 5",1884,,,-1,-1,,,,,1
10077702_ela,khxw88t8ma,"BOI Norms",1,10,2020-11-18T18:54:14-08:00,3.3023159503937,25,"updated stim.csv",Version50.csv,"Version 50","List 50",,,,,,0,Instruct,-,-,"You will now start the full experiment. Press ENTER when you are ready to begin.",,,3046,,,-1,-1,,,,,1
10077702_ela,khxw88t8ma,"BOI Norms",1,11,2020-11-18T18:54:23-08:00,8.7411720752716,25,"updated stim.csv",Version50.csv,"Version 50","List 50",pudding,,1496,5.958333333,2088,1497,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,8479,,,3535,6290,,,,"eating, dessert",1
10077702_ela,khxw88t8ma,"BOI Norms",1,12,2020-11-18T18:54:43-08:00,20.389147996902,25,"updated stim.csv",Version50.csv,"Version 50","List 50",celery,,1484,6.086956522,471,1485,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,20077,,,2164,19056,,,,"stuffing, eating, cooking",1
10077702_ela,khxw88t8ma,"BOI Norms",1,13,2020-11-18T18:55:03-08:00,20.210985898972,25,"updated stim.csv",Version50.csv,"Version 50","List 50",councilwoman,,1488,4.583333333,664,1489,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,19913,,,2879,10615,,,,"debates, representation",1
10077702_ela,khxw88t8ma,"BOI Norms",1,14,2020-11-18T18:55:23-08:00,20.219629049301,25,"updated stim.csv",Version50.csv,"Version 50","List 50",geranium,,1471,4.695652174,1099,1472,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,19936,,,2504,16840,,,,"planting, herbology, botany",1
10077702_ela,khxw88t8ma,"BOI Norms",1,15,2020-11-18T18:55:44-08:00,20.105246067047,25,"updated stim.csv",Version50.csv,"Version 50","List 50",pineapple,,1477,6.304347826,1971,1478,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,19834,,,2024,18818,,,,"pina colada, cough remedy, smoothie, desserts",1
10077702_ela,khxw88t8ma,"BOI Norms",1,16,2020-11-18T18:55:58-08:00,14.278548002243,25,"updated stim.csv",Version50.csv,"Version 50","List 50",nanny,,1480,4.6,1734,1481,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,13994,,,2407,12820,,,,"cleaning, protect kids, watch children",1
10077702_ela,khxw88t8ma,"BOI Norms",1,17,2020-11-18T18:56:12-08:00,14.106966972351,25,"updated stim.csv",Version50.csv,"Version 50","List 50",houseboy,,1500,4.583333333,1328,1501,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,13822,,,2244,8445,,,,"cleaning, mowing the lawn",1
10077702_ela,khxw88t8ma,"BOI Norms",1,18,2020-11-18T18:56:32-08:00,20.33663392067,25,"updated stim.csv",Version50.csv,"Version 50","List 50",corset,,1493,5.44,653,1494,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,20056,,,2406,18739,,,,"fashion, lingerie, waist training",1
10077702_ela,khxw88t8ma,"BOI Norms",1,19,2020-11-18T18:56:44-08:00,11.537883996964,25,"updated stim.csv",Version50.csv,"Version 50","List 50",necktie,,1482,6.043478261,1742,1483,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,11261,,,2593,10129,,,,"weddings, prom, formals, photography",1
10077702_ela,khxw88t8ma,"BOI Norms",1,20,2020-11-18T18:56:56-08:00,11.921751022339,25,"updated stim.csv",Version50.csv,"Version 50","List 50",orange,,1489,5.08,1814,1490,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,11622,,,1945,8815,,,,"juice, peeling",1
10077702_ela,khxw88t8ma,"BOI Norms",1,21,2020-11-18T18:57:00-08:00,4.5625720024109,25,"updated stim.csv",Version50.csv,"Version 50","List 50",shallot,,1479,5.380952381,2319,1480,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,4281,,,2205,3219,,,,cooking,1
10077702_ela,khxw88t8ma,"BOI Norms",1,22,2020-11-18T18:57:15-08:00,14.482217073441,25,"updated stim.csv",Version50.csv,"Version 50","List 50",cliff,,1494,4.64,559,1495,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,14213,,,3095,12151,,,,"diving, hiking, climbing",1
10077702_ela,khxw88t8ma,"BOI Norms",1,23,2020-11-18T18:57:26-08:00,10.867203950882,25,"updated stim.csv",Version50.csv,"Version 50","List 50",coin,,1485,6.4,595,1486,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,10584,,,1592,9559,,,,"payments, wishes, bets",1
10077702_ela,khxw88t8ma,"BOI Norms",1,24,2020-11-18T18:57:36-08:00,10.245522975922,25,"updated stim.csv",Version50.csv,"Version 50","List 50",wildcat,,1474,4.583333333,2938,1475,BOI,-,-,"Please name all of the ways you could use this object. Keep in mind that one object can have many uses. Separate your responses with a comma.",,y,9974,,,7650,8643,,,,hunting,1
