"Item","Trial Type","Max Time","Min Time","Text","Procedure Notes","Shuffle"
0,"Instruct","-","10","In this section, you will be presented with a series of objects. Please name as many possible uses for this object as you can think of by typing them in the box below each object."," ","Instruct1"
0,"Instruct","-","10","Please keep in mind that a single object will have more than one use. For example, a ball can be thrown or can be bounced or even stepped on. When listing multiple uses for one object, please separate each use with a comma (i.e., thrown, bounced, stepped on)"," ","Instruct2"
0,"Instruct","-","-","Before starting the experiment, you will complete a short practice sesstion. Press ENTER when you are ready to begin."," ","Instruct3"
3002,"BOI","-","-",""," ","n"
3003,"BOI","-","-",""," ","n"
3004,"BOI","-","-",""," ","n"
3005,"BOI","-","-",""," ","n"
3006,"BOI","-","-",""," ","n"
0,"Instruct","-","-","You have completed this section. Press ENTER to continue"," ","Instruct 5"
0,"Instruct","-","-","You will now start the full experiment. Press ENTER when you are ready to begin."," ",""
842,"BOI","-","-"," "," ","y"
843,"BOI","-","-"," "," ","y"
844,"BOI","-","-"," "," ","y"
845,"BOI","-","-"," "," ","y"
846,"BOI","-","-"," "," ","y"
847,"BOI","-","-"," "," ","y"
848,"BOI","-","-"," "," ","y"
849,"BOI","-","-"," "," ","y"
850,"BOI","-","-"," "," ","y"
851,"BOI","-","-"," "," ","y"
852,"BOI","-","-"," "," ","y"
853,"BOI","-","-"," "," ","y"
854,"BOI","-","-"," "," ","y"
855,"BOI","-","-"," "," ","y"
856,"BOI","-","-"," "," ","y"
857,"BOI","-","-"," "," ","y"
858,"BOI","-","-"," "," ","y"
859,"BOI","-","-"," "," ","y"
860,"BOI","-","-"," "," ","y"
861,"BOI","-","-"," "," ","y"
862,"BOI","-","-"," "," ","y"
863,"BOI","-","-"," "," ","y"
864,"BOI","-","-"," "," ","y"
865,"BOI","-","-"," "," ","y"
866,"BOI","-","-"," "," ","y"
867,"BOI","-","-"," "," ","y"
868,"BOI","-","-"," "," ","y"
869,"BOI","-","-"," "," ","y"
870,"BOI","-","-"," "," ","y"
871,"BOI","-","-"," "," ","y"
0,"Instruct","","","You will now be asked a few questions about your experience today."," ","Instruct 4"
