"Username","Trial","Condition.Number","Condition.Notes","Stimuli.Cue","Procedure.Item","Procedure.Max.Time","Procedure.Min.Time","Response.RT","Response.RTfirst","Response.RTlast","affordance","affordance_corrected"
"10012878_CL",16,2,"List 2","godmother",47,"-","-",15972,1974,14738,"parenting","parenting"
"10012878_CL",17,2,"List 2","skittles",39,"-","-",20662,2281,19370,"eating","eating"
"10012878_CL",17,2,"List 2","skittles",39,"-","-",20662,2281,19370,"art","art"
"10012878_CL",17,2,"List 2","skittles",39,"-","-",20662,2281,19370,"satisfaction","satisfaction"
"10012878_CL",18,2,"List 2","mice",48,"-","-",27840,1581,26627,"experiments","experiments"
"10012878_CL",18,2,"List 2","mice",48,"-","-",27840,1581,26627,"feed","feed"
"10012878_CL",18,2,"List 2","mice",48,"-","-",27840,1581,26627,"entertainment","entertainment"
"10012878_CL",19,2,"List 2","barman",40,"-","-",11157,1690,10027,"drinks","drinks"
"10012878_CL",19,2,"List 2","barman",40,"-","-",11157,1690,10027,"mixing","mixing"
"10012878_CL",19,2,"List 2","barman",40,"-","-",11157,1690,10027,"conversation","conversation"
"10012878_CL",20,2,"List 2","coverall",51,"-","-",17503,5015,16482,"coverage","coverage"
"10012878_CL",20,2,"List 2","coverall",51,"-","-",17503,5015,16482,"fashion","fashion"
"10012878_CL",20,2,"List 2","coverall",51,"-","-",17503,5015,16482,"clothing","clothing"
"10012878_CL",21,2,"List 2","satchel",37,"-","-",13891,1962,12488,"fashion","fashion"
"10012878_CL",21,2,"List 2","satchel",37,"-","-",13891,1962,12488,"carrying","carrying"
"10012878_CL",21,2,"List 2","satchel",37,"-","-",13891,1962,12488,"holding","holding"
"10012878_CL",22,2,"List 2","goalpost",38,"-","-",11187,3386,10224,"scoring","scoring"
"10012878_CL",22,2,"List 2","goalpost",38,"-","-",11187,3386,10224,"sports","sports"
"10012878_CL",22,2,"List 2","goalpost",38,"-","-",11187,3386,10224,"catching","catching"
"10012878_CL",23,2,"List 2","hotplate",46,"-","-",17529,2273,4699,"warming","warming"
"10012878_CL",23,2,"List 2","hotplate",46,"-","-",17529,2273,4699,"food","food"
"10012878_CL",24,2,"List 2","blower",54,"-","-",19770,2976,18475,"blowing","blowing"
"10012878_CL",24,2,"List 2","blower",54,"-","-",19770,2976,18475,"assistance","assistance"
"10012878_CL",25,2,"List 2","yogurt",50,"-","-",10184,1620,9089,"consumption","consumption"
"10012878_CL",25,2,"List 2","yogurt",50,"-","-",10184,1620,9089,"food","food"
"10012878_CL",25,2,"List 2","yogurt",50,"-","-",10184,1620,9089,"hunger","hunger"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"mixing","mixing"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"making","making"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"tea","tea"
"10012878_CL",26,2,"List 2","teabag",43,"-","-",14432,1777,13346,"drink","drink"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"viewing","viewing"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"entertainment","entertainment"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"privacy","privacy"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"relaxing","relaxing"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"fun","fun"
"10012878_CL",27,2,"List 2","gondola",53,"-","-",30249,6148,29227,"vacation","vacation"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"medicine","medicine"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"treatment","treatment"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"illnesses","illnesses"
"10012878_CL",28,2,"List 2","antibiotics",56,"-","-",16197,1627,15134,"curing","curing"
"10012878_CL",29,2,"List 2","tripe",57,"-","-",47141,40718,46054,"consuming","consuming"
"10012878_CL",29,2,"List 2","tripe",57,"-","-",47141,40718,46054,"eating","eating"
"10012878_CL",30,2,"List 2","dolphin",49,"-","-",14868,1307,13808,"swimming","swimming"
"10012878_CL",30,2,"List 2","dolphin",49,"-","-",14868,1307,13808,"talking","talking"
"10012878_CL",30,2,"List 2","dolphin",49,"-","-",14868,1307,13808,"entertainment","entertainment"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"drinking","drinking"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"holding","holding"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"filling","filling"
"10012878_CL",31,2,"List 2","bottle",36,"-","-",16548,1263,15582,"preserving","preserving"
"10012878_CL",32,2,"List 2","turban",41,"-","-",23563,1751,22148,"holding","holding"
"10012878_CL",32,2,"List 2","turban",41,"-","-",23563,1751,22148,"fashion","fashion"
"10012878_CL",32,2,"List 2","turban",41,"-","-",23563,1751,22148,"religion","religion"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"shooting","shooting"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"crafting","crafting"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"making","making"
"10012878_CL",33,2,"List 2","gunpowder",55,"-","-",16301,1761,11694,"bullets","bullets"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"jokes","jokes"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"views","views"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"laughter","laughter"
"10012878_CL",34,2,"List 2","prankster",52,"-","-",14664,1444,13641,"entertainment","entertainment"
"10012878_CL",35,2,"List 2","newscaster",33,"-","-",15187,2841,13990,"gossip","gossip"
"10012878_CL",35,2,"List 2","newscaster",33,"-","-",15187,2841,13990,"entertainment","entertainment"
"10012878_CL",35,2,"List 2","newscaster",33,"-","-",15187,2841,13990,"curiousity","curiosity"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"recycling","recycling"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"drink","drink"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"planting","planting"
"10012878_CL",36,2,"List 2","rainwater",61,"-","-",22051,4133,19190,"farming","farming"
"10012878_CL",37,2,"List 2","yourself",35,"-","-",54671,3313,24213,"adventures","adventures"
"10012878_CL",37,2,"List 2","yourself",35,"-","-",54671,3313,24213,"entertainment","entertainment"
"10012878_CL",38,2,"List 2","boot",42,"-","-",5967,1267,5151,"walking","walking"
"10012878_CL",38,2,"List 2","boot",42,"-","-",5967,1267,5151,"stomping","stomping"
"10012878_CL",39,2,"List 2","toy",44,"-","-",6401,1215,4583,"playing","playing"
"10012878_CL",39,2,"List 2","toy",44,"-","-",6401,1215,4583,"entertainment","entertainment"
"10012878_CL",40,2,"List 2","choreographer",45,"-","-",9942,1277,5927,"art","art"
"10012878_CL",40,2,"List 2","choreographer",45,"-","-",9942,1277,5927,"dancing","dancing"
"10016155",11,24,"List 74","engineer",2203,"-","-",27448,3665,24400,"chemical","chemical"
"10016155",11,24,"List 74","engineer",2203,"-","-",27448,3665,24400,"electrical","electrical"
"10016155",11,24,"List 74","engineer",2203,"-","-",27448,3665,24400,"mechanical","mechanical"
"10016155",12,24,"List 74","watchband",2207,"-","-",12292,2447,11625,"worn","worn"
"10016155",12,24,"List 74","watchband",2207,"-","-",12292,2447,11625,"used","used"
"10016155",12,24,"List 74","watchband",2207,"-","-",12292,2447,11625,"touched","touched"
"10016155",13,24,"List 74","abacus",2197,"-","-",17071,14472,15439,"thrown","thrown"
"10016155",15,24,"List 74","duster",2192,"-","-",8561,3584,7898,"clean","clean"
"10016155",15,24,"List 74","duster",2192,"-","-",8561,3584,7898,"pick","pick"
"10016155",15,24,"List 74","duster",2192,"-","-",8561,3584,7898,"up","up"
"10016155",16,24,"List 74","eyewash",2220,"-","-",15596,2915,10132,"ease","ease"
"10016155",16,24,"List 74","eyewash",2220,"-","-",15596,2915,10132,"pain","pain"
"10016155",16,24,"List 74","eyewash",2220,"-","-",15596,2915,10132,"rinse","rinse"
"10016155",17,24,"List 74","underclothing",2200,"-","-",13476,3366,12946,"worn","worn"
"10016155",17,24,"List 74","underclothing",2200,"-","-",13476,3366,12946,"washed","washed"
"10016155",17,24,"List 74","underclothing",2200,"-","-",13476,3366,12946,"folded","folded"
"10016155",18,24,"List 74","lunchroom",2201,"-","-",16962,12765,16635,"to","to"
"10016155",18,24,"List 74","lunchroom",2201,"-","-",16962,12765,16635,"eat","eat"
"10016155",19,24,"List 74","percolator",2195,"-","-",3887,3127,3413,"idk","id"
"10016155",20,24,"List 74","props",2221,"-","-",5081,2079,4813,"used","used"
"10016155",20,24,"List 74","props",2221,"-","-",5081,2079,4813,"for","for"
"10016155",20,24,"List 74","props",2221,"-","-",5081,2079,4813,"play","play"
"10016155",21,24,"List 74","teacher",2202,"-","-",8168,4143,7831,"help","help"
"10016155",21,24,"List 74","teacher",2202,"-","-",8168,4143,7831,"students","students"
"10016155",21,24,"List 74","teacher",2202,"-","-",8168,4143,7831,"learn","learn"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"works","works"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"on","on"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"electrical","electrical"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"problems","problems"
"10016155",22,24,"List 74","electrician",2211,"-","-",14855,2488,14346,"issues","issues"
"10016155",23,24,"List 74","flaxseed",2216,"-","-",6553,1837,6202,"eaten","eaten"
"10016155",23,24,"List 74","flaxseed",2216,"-","-",6553,1837,6202,"grown","grown"
"10016155",24,24,"List 74","gasket",2208,"-","-",12374,8656,10866,"used","used"
"10016155",24,24,"List 74","gasket",2208,"-","-",12374,8656,10866,"to","to"
"10016155",24,24,"List 74","gasket",2208,"-","-",12374,8656,10866,"fixe","fix"
"10016155",25,24,"List 74","trench",2218,"-","-",9216,2206,8917,"dug","dug"
"10016155",25,24,"List 74","trench",2218,"-","-",9216,2206,8917,"walk","walk"
"10016155",25,24,"List 74","trench",2218,"-","-",9216,2206,8917,"in","in"
"10016155",26,24,"List 74","rowboat",2194,"-","-",11358,2741,11030,"to","to"
"10016155",26,24,"List 74","rowboat",2194,"-","-",11358,2741,11030,"get","get"
"10016155",26,24,"List 74","rowboat",2194,"-","-",11358,2741,11030,"places","places"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"to","to"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"hold","hold"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"something","something"
"10016155",27,24,"List 74","thumbtack",2210,"-","-",10786,4237,10411,"up","up"
"10016155",28,24,"List 74","tangerine",2214,"-","-",7545,2032,7292,"eaten","eaten"
"10016155",28,24,"List 74","tangerine",2214,"-","-",7545,2032,7292,"picked","picked"
"10016155",28,24,"List 74","tangerine",2214,"-","-",7545,2032,7292,"grown","grown"
"10016155",29,24,"List 74","coaster",2204,"-","-",11278,3962,10225,"hold","hold"
"10016155",29,24,"List 74","coaster",2204,"-","-",11278,3962,10225,"drinks","drinks"
"10016155",30,24,"List 74","shank",2205,"-","-",3401,1781,2480,"stab","stab"
"10016155",31,24,"List 74","parchment",2219,"-","-",6892,3297,6706,"used","used"
"10016155",31,24,"List 74","parchment",2219,"-","-",6892,3297,6706,"when","when"
"10016155",31,24,"List 74","parchment",2219,"-","-",6892,3297,6706,"cooking","cooking"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"used","used"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"to","to"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"help","help"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"keep","keep"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"table","table"
"10016155",32,24,"List 74","tablecloth",2213,"-","-",8240,1629,7989,"clean","clean"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"turn","turn"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"in","in"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"do","do"
"10016155",33,24,"List 74","worksheet",2198,"-","-",6433,2387,6147,"work","work"
"10016155",34,24,"List 74","stem",2196,"-","-",6604,5472,6471,"picked","picked"
"10016155",35,24,"List 74","lunch",2212,"-","-",2173,1108,1886,"eaten","eaten"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"gets","gets"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"red","red"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"helps","helps"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"with","with"
"10016155",36,24,"List 74","cheek",2193,"-","-",11216,4528,11035,"smile","smile"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"as","as"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"a","a"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"pet","pet"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"in","in"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"the","the"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"wild","wild"
"10016155",37,24,"List 74","salamander",2206,"-","-",13764,4657,13292,"also","also"
"10016155",38,24,"List 74","ruler",2217,"-","-",5872,1748,5652,"used","used"
"10016155",38,24,"List 74","ruler",2217,"-","-",5872,1748,5652,"to","to"
"10016155",38,24,"List 74","ruler",2217,"-","-",5872,1748,5652,"measure","measure"
"10016155",39,24,"List 74","stepbrother",2215,"-","-",9883,3092,9686,"advice","advice"
"10016155",39,24,"List 74","stepbrother",2215,"-","-",9883,3092,9686,"quality","quality"
"10016155",39,24,"List 74","stepbrother",2215,"-","-",9883,3092,9686,"time","time"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"perform","perform"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"sing","sing"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"dance","dance"
"10016155",40,24,"List 74","stage",2209,"-","-",9937,2876,9383,"worship","worship"
"10022956deh",11,3,"List 78","kiss",2312,"-","-",10748,2345,9236,"express","express"
"10022956deh",11,3,"List 78","kiss",2312,"-","-",10748,2345,9236,"feelings","feelings"
"10022956deh",12,3,"List 78","sugarcane",2336,"-","-",3962,1751,3039,"sweetner","sweeter"
"10022956deh",13,3,"List 78","gymnast",2321,"-","-",6656,1708,4815,"entertainmetn","entertainment"
"10022956deh",14,3,"List 78","bonnet",2318,"-","-",13139,5034,12562,"protect","protect"
"10022956deh",14,3,"List 78","bonnet",2318,"-","-",13139,5034,12562,"hair","hair"
"10022956deh",14,3,"List 78","bonnet",2318,"-","-",13139,5034,12562,"wear","wear"
"10022956deh",14,3,"List 78","bonnet",2318,"-","-",13139,5034,12562,"at","at"
"10022956deh",14,3,"List 78","bonnet",2318,"-","-",13139,5034,12562,"night","night"
"10022956deh",15,3,"List 78","turnstile",2324,"-","-",5398,2621,4769,"idk","id"
"10022956deh",15,3,"List 78","turnstile",2324,"-","-",5398,2621,4769,"what","what"
"10022956deh",15,3,"List 78","turnstile",2324,"-","-",5398,2621,4769,"this","this"
"10022956deh",15,3,"List 78","turnstile",2324,"-","-",5398,2621,4769,"is","is"
"10022956deh",16,3,"List 78","rug",2319,"-","-",9504,1705,8871,"decoration","decoration"
"10022956deh",16,3,"List 78","rug",2319,"-","-",9504,1705,8871,"floor","floor"
"10022956deh",16,3,"List 78","rug",2319,"-","-",9504,1705,8871,"warmth","warmth"
"10022956deh",17,3,"List 78","pretzel",2322,"-","-",7936,4497,7209,"eat","eat"
"10022956deh",17,3,"List 78","pretzel",2322,"-","-",7936,4497,7209,"sell","sell"
"10022956deh",17,3,"List 78","pretzel",2322,"-","-",7936,4497,7209,"them","them"
"10022956deh",18,3,"List 78","cop",2320,"-","-",19240,3631,19005,"""protection""","""protection"""
"10022956deh",18,3,"List 78","cop",2320,"-","-",19240,3631,19005,"estableish","establish"
"10022956deh",18,3,"List 78","cop",2320,"-","-",19240,3631,19005,"order","order"
"10022956deh",18,3,"List 78","cop",2320,"-","-",19240,3631,19005,"occupation","occupation"
"10022956deh",19,3,"List 78","mousse",2335,"-","-",6428,1849,6218,"hair","hair"
"10022956deh",19,3,"List 78","mousse",2335,"-","-",6428,1849,6218,"food/","food/"
"10022956deh",19,3,"List 78","mousse",2335,"-","-",6428,1849,6218,"dessert","dessert"
"10022956deh",20,3,"List 78","goddaughter",2341,"-","-",12268,5354,9949,"help","help"
"10022956deh",20,3,"List 78","goddaughter",2341,"-","-",12268,5354,9949,"out","out"
"10022956deh",20,3,"List 78","goddaughter",2341,"-","-",12268,5354,9949,"parents","parents"
"10022956deh",21,3,"List 78","ribbon",2334,"-","-",12085,1760,11880,"hair","hair"
"10022956deh",21,3,"List 78","ribbon",2334,"-","-",12085,1760,11880,"decoration","decoration"
"10022956deh",21,3,"List 78","ribbon",2334,"-","-",12085,1760,11880,"tie","tie"
"10022956deh",21,3,"List 78","ribbon",2334,"-","-",12085,1760,11880,"stuff","stuff"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"hold","hold"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"clothes","clothes"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"set","set"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"things","things"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"on","on"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"in","in"
"10022956deh",22,3,"List 78","dresser",2333,"-","-",13120,1928,12637,"room","room"
"10022956deh",23,3,"List 78","butcher",2337,"-","-",5508,1268,5023,"cut","cut"
"10022956deh",23,3,"List 78","butcher",2337,"-","-",5508,1268,5023,"meat","meat"
"10022956deh",23,3,"List 78","butcher",2337,"-","-",5508,1268,5023,"occupation","occupation"
"10022956deh",24,3,"List 78","windsock",2331,"-","-",16582,2780,16418,"catch","catch"
"10022956deh",24,3,"List 78","windsock",2331,"-","-",16582,2780,16418,"wind","wind"
"10022956deh",24,3,"List 78","windsock",2331,"-","-",16582,2780,16418,"looks","looks"
"10022956deh",24,3,"List 78","windsock",2331,"-","-",16582,2780,16418,"nice","nice"
"10022956deh",25,3,"List 78","mirror",2329,"-","-",18217,1340,18067,"see","see"
"10022956deh",25,3,"List 78","mirror",2329,"-","-",18217,1340,18067,"self","self"
"10022956deh",25,3,"List 78","mirror",2329,"-","-",18217,1340,18067,"help","help"
"10022956deh",25,3,"List 78","mirror",2329,"-","-",18217,1340,18067,"fix","fix"
"10022956deh",25,3,"List 78","mirror",2329,"-","-",18217,1340,18067,"mistakes","mistakes"
"10022956deh",26,3,"List 78","bully",2325,"-","-",5626,2803,4788,"mean","mean"
"10022956deh",26,3,"List 78","bully",2325,"-","-",5626,2803,4788,"to","to"
"10022956deh",26,3,"List 78","bully",2325,"-","-",5626,2803,4788,"others","others"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"maybe","maybe"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"a","a"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"friend","friend"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"help","help"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"out","out"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"at","at"
"10022956deh",27,3,"List 78","colleague",2326,"-","-",10273,2027,10119,"job","job"
"10022956deh",28,3,"List 78","sphincter",2323,"-","-",5424,2762,4677,"body","body"
"10022956deh",28,3,"List 78","sphincter",2323,"-","-",5424,2762,4677,"part","part"
"10022956deh",29,3,"List 78","plantain",2317,"-","-",10695,1353,10469,"food","food"
"10022956deh",29,3,"List 78","plantain",2317,"-","-",10695,1353,10469,"cultural","cultural"
"10022956deh",29,3,"List 78","plantain",2317,"-","-",10695,1353,10469,"significance","significance"
"10022956deh",30,3,"List 78","roadster",2330,"-","-",6325,1855,5700,"idk","id"
"10022956deh",30,3,"List 78","roadster",2330,"-","-",6325,1855,5700,"what","what"
"10022956deh",30,3,"List 78","roadster",2330,"-","-",6325,1855,5700,"this","this"
"10022956deh",30,3,"List 78","roadster",2330,"-","-",6325,1855,5700,"is","is"
"10022956deh",31,3,"List 78","silverware",2316,"-","-",5398,1457,5137,"help","help"
"10022956deh",31,3,"List 78","silverware",2316,"-","-",5398,1457,5137,"eating","eating"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"a","a"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"person","person"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"on","on"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"your","your"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"team/side","team/side"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"help","help"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"in","in"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"hard","hard"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"times","times"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"wants","wants"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"whats","whats"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"best","best"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"for","for"
"10022956deh",32,3,"List 78","friend",2314,"-","-",22578,1728,22405,"you","you"
"10022956deh",33,3,"List 78","garter",2328,"-","-",6322,4487,5587,"lingere","linger"
"10022956deh",34,3,"List 78","urn",2339,"-","-",7690,1360,7433,"hold","hold"
"10022956deh",34,3,"List 78","urn",2339,"-","-",7690,1360,7433,"ashes","ashes"
"10022956deh",34,3,"List 78","urn",2339,"-","-",7690,1360,7433,"decoration","decoration"
"10022956deh",35,3,"List 78","limeade",2332,"-","-",2291,1132,2025,"drink","drink"
"10022956deh",36,3,"List 78","turkey",2340,"-","-",9076,1424,6927,"animal","animal"
"10022956deh",36,3,"List 78","turkey",2340,"-","-",9076,1424,6927,"food","food"
"10022956deh",37,3,"List 78","tavern",2338,"-","-",13615,3825,12970,"holds","holds"
"10022956deh",37,3,"List 78","tavern",2338,"-","-",13615,3825,12970,"people","people"
"10022956deh",37,3,"List 78","tavern",2338,"-","-",13615,3825,12970,"serve","serve"
"10022956deh",37,3,"List 78","tavern",2338,"-","-",13615,3825,12970,"drinks","drinks"
"10022956deh",38,3,"List 78","bookbinder",2313,"-","-",7764,1847,7397,"holds","holds"
"10022956deh",38,3,"List 78","bookbinder",2313,"-","-",7764,1847,7397,"books","books"
"10022956deh",38,3,"List 78","bookbinder",2313,"-","-",7764,1847,7397,"together","together"
"10022956deh",39,3,"List 78","drawstring",2315,"-","-",8807,3172,8627,"tighten","tighten"
"10022956deh",39,3,"List 78","drawstring",2315,"-","-",8807,3172,8627,"hoodie","hoodie"
"10022956deh",40,3,"List 78","cigarette",2327,"-","-",9867,2259,9656,"cancer","cancer"
"10022956deh",40,3,"List 78","cigarette",2327,"-","-",9867,2259,9656,"stick","stick"
"10022956deh",40,3,"List 78","cigarette",2327,"-","-",9867,2259,9656,"stress","stress"
"10022956deh",40,3,"List 78","cigarette",2327,"-","-",9867,2259,9656,"relief","relief"
"10030457AB",11,18,"List 93","protester",2782,"-","-",47062,22366,45250,"justice","justice"
"10030457AB",11,18,"List 93","protester",2782,"-","-",47062,22366,45250,"marching","marching"
"10030457AB",11,18,"List 93","protester",2782,"-","-",47062,22366,45250,"refusing","refusing"
"10030457AB",11,18,"List 93","protester",2782,"-","-",47062,22366,45250,"to","to"
"10030457AB",11,18,"List 93","protester",2782,"-","-",47062,22366,45250,"do","do"
"10030457AB",11,18,"List 93","protester",2782,"-","-",47062,22366,45250,"something","something"
"10030457AB",12,18,"List 93","stationmaster",2780,"-","-",281673,241324,278848,"leader","leader"
"10030457AB",12,18,"List 93","stationmaster",2780,"-","-",281673,241324,278848,"railways","railways"
"10030457AB",12,18,"List 93","stationmaster",2780,"-","-",281673,241324,278848,"controller","controller"
"10030457AB",12,18,"List 93","stationmaster",2780,"-","-",281673,241324,278848,"expert","expert"
"10030457AB",13,18,"List 93","bullfighter",2762,"-","-",50588,6968,45998,"spain","spain"
"10030457AB",13,18,"List 93","bullfighter",2762,"-","-",50588,6968,45998,"fearless","fearless"
"10030457AB",13,18,"List 93","bullfighter",2762,"-","-",50588,6968,45998,"practice","practice"
"10030457AB",13,18,"List 93","bullfighter",2762,"-","-",50588,6968,45998,"entertaining","entertaining"
"10030457AB",14,18,"List 93","straightedge",2788,"-","-",60235,35119,51250,"measuring","measuring"
"10030457AB",14,18,"List 93","straightedge",2788,"-","-",60235,35119,51250,"accuracy","accuracy"
